fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2048,2024-08,SA,1h,2025,True,base,-494.925
2049,2024-08,SA,1h,2025,True,base,-485.357
2050,2024-08,SA,1h,2025,True,base,-479.901
2051,2024-08,SA,1h,2025,True,base,-469.3
2052,2024-08,SA,1h,2025,True,base,-468.639
2053,2024-08,SA,1h,2025,True,base,-456.642
2054,2024-08,SA,1h,2025,True,base,-447.499
2055,2024-08,SA,1h,2025,True,base,-442.079
2056,2024-08,SA,1h,2025,True,base,-436.356
2057,2024-08,SA,1h,2025,True,base,-427.474
2058,2024-08,SA,1h,2025,True,base,-422.187
2059,2024-08,SA,1h,2025,True,base,-419.468
2060,2024-08,SA,1h,2025,True,base,-408.03
2025,2024-08,SA,2h,2025,True,base,-1031.111
2026,2024-08,SA,2h,2025,True,base,-986.689
2027,2024-08,SA,2h,2025,True,base,-962.182
2028,2024-08,SA,2h,2025,True,base,-955.635
2029,2024-08,SA,2h,2025,True,base,-947.292
2030,2024-08,SA,2h,2025,True,base,-934.532
2031,2024-08,SA,2h,2025,True,base,-901.721
2032,2024-08,SA,2h,2025,True,base,-902.512
2033,2024-08,SA,2h,2025,True,base,-885.5
2034,2024-08,SA,2h,2025,True,base,-891.779
2035,2024-08,SA,2h,2025,True,base,-876.606
2036,2024-08,SA,2h,2025,True,base,-877.568
2037,2024-08,SA,2h,2025,True,base,-864.849
2038,2024-08,SA,2h,2025,True,base,-851.772
2039,2024-08,SA,2h,2025,True,base,-836.91
2040,2024-08,SA,2h,2025,True,base,-830.034
2041,2024-08,SA,2h,2025,True,base,-810.648
2042,2024-08,SA,2h,2025,True,base,-802.866
2043,2024-08,SA,2h,2025,True,base,-792.279
2044,2024-08,SA,2h,2025,True,base,-786.923
2045,2024-08,SA,2h,2025,True,base,-1034.172
2046,2024-08,SA,2h,2025,True,base,-1036.319
2047,2024-08,SA,2h,2025,True,base,-1011.282
2048,2024-08,SA,2h,2025,True,base,-996.468
2049,2024-08,SA,2h,2025,True,base,-978.642
2050,2024-08,SA,2h,2025,True,base,-957.953
2051,2024-08,SA,2h,2025,True,base,-946.343
2052,2024-08,SA,2h,2025,True,base,-935.416
2053,2024-08,SA,2h,2025,True,base,-921.773
2054,2024-08,SA,2h,2025,True,base,-905.847
2055,2024-08,SA,2h,2025,True,base,-887.859
2056,2024-08,SA,2h,2025,True,base,-881.486
2057,2024-08,SA,2h,2025,True,base,-864.825
