fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2038,2024-08,QLD,4h,2025,TRUE,base,1494.149,-1698.827,253174.157,-73208.992,192029.818,84089.064,43889.667,235919.485,263710,74010
2039,2024-08,QLD,4h,2025,TRUE,base,1476.048,-1680.407,239023.521,-74987.171,176251.453,74639.567,43089.465,219340.913,263710,74010
2040,2024-08,QLD,4h,2025,TRUE,base,1450.612,-1650.347,238751.205,-75716.308,175875.7,72965.493,43882.058,219757.762,263710,74010
2041,2024-08,QLD,4h,2025,TRUE,base,1422.421,-1618.001,233329.26,-70335.729,174739.733,72276.218,42640.26,217379.995,263710,74010
2042,2024-08,QLD,4h,2025,TRUE,base,1406.789,-1599.443,228092.822,-65661.681,174347.804,72156.748,44161.053,218508.852,263710,74010
2043,2024-08,QLD,4h,2025,TRUE,base,1388.835,-1580.666,217741.569,-59889.043,168037.677,64684.055,45527.65,213565.326,263710,74010
2044,2024-08,QLD,4h,2025,TRUE,base,1375.508,-1563.297,212616.724,-58608.867,164910.29,60590.65,47395.274,212305.563,263710,74010
2045,2024-08,QLD,4h,2025,TRUE,base,1798.301,-2045.314,252968.101,-78510.592,185102.336,57651.079,52046.194,237148.534,263710,74010
2046,2024-08,QLD,4h,2025,TRUE,base,1803.372,-2051.487,256123.565,-77871.449,188958.414,57313.417,51814.587,240773.001,263710,74010
2047,2024-08,QLD,4h,2025,TRUE,base,1768.936,-2012.282,250009.34,-77572.753,183373.961,53672.187,51157.063,234531.023,263710,74010
2048,2024-08,QLD,4h,2025,TRUE,base,1747.171,-1986.631,239462.419,-73296.675,177726.644,49169.344,49993.075,227719.716,263710,74010
2049,2024-08,QLD,4h,2025,TRUE,base,1706.02,-1940.711,232023.51,-70451.203,172880.901,45570.603,48450.382,221331.276,263710,74010
2050,2024-08,QLD,4h,2025,TRUE,base,1675.667,-1910.479,252904.465,-75029.133,189769.663,65469.277,48807.23,238576.894,263710,74010
2051,2024-08,QLD,4h,2025,TRUE,base,1653.793,-1881.967,251782.336,-73003.994,191791.948,65130.942,49164.805,240956.753,263710,74010
2052,2024-08,QLD,4h,2025,TRUE,base,1635.956,-1861.337,242243.855,-73285.322,180777.021,56361.648,49195.871,229972.891,263710,74010
2053,2024-08,QLD,4h,2025,TRUE,base,1608.197,-1829.295,246055.119,-67767.369,190478.367,63513.13,48588.883,239067.25,263710,74010
2054,2024-08,QLD,4h,2025,TRUE,base,1584.121,-1805.399,248196.89,-69044.211,191764.912,67011.48,47954.418,239719.332,263710,74010
2055,2024-08,QLD,4h,2025,TRUE,base,1556.316,-1770.44,240048.754,-69931.162,183870.064,61557.275,48732.9,232602.961,263710,74010
2056,2024-08,QLD,4h,2025,TRUE,base,1542.455,-1755.494,238124.636,-66275.364,186064.869,62445.702,48237.562,234302.429,263710,74010
2057,2024-08,QLD,4h,2025,TRUE,base,1512.931,-1721.042,246189.995,-69630.567,189944.728,67641.026,47218.181,237162.904,263710,74010
2058,2024-08,QLD,4h,2025,TRUE,base,1488.345,-1693.176,238453.523,-68584.262,182816.541,66710.186,45420.73,228237.272,263710,74010
2059,2024-08,QLD,4h,2025,TRUE,base,1465.655,-1667.277,239114.443,-64952.395,188447.467,70625.359,44718.92,233166.389,263710,74010
2060,2024-08,QLD,4h,2025,TRUE,base,1447.588,-1646.449,237034.386,-65821.157,185099.105,71119.012,44657.386,229756.49,263710,74010
2025,2024-08,SA,1h,2025,TRUE,base,454.187,-518.634,102193.422,12282.878,122344.245,67586.085,44015.562,166359.805,230625,56000
2026,2024-08,SA,1h,2025,TRUE,base,435.165,-498.22,105168.041,10035.787,118177.54,62444.391,14478.013,132655.555,230625,56000
2027,2024-08,SA,1h,2025,TRUE,base,425.409,-486.954,132632.029,5959.533,141759.926,88500.847,13031.334,154791.258,230625,56000
2028,2024-08,SA,1h,2025,TRUE,base,424.233,-485.058,94051.097,6957.541,104301.904,48764.694,12172.623,116474.526,230625,56000
2029,2024-08,SA,1h,2025,TRUE,base,415.594,-474.573,105163.281,5188.324,115979.195,59882.761,15103.468,131082.663,230625,56000
2030,2024-08,SA,1h,2025,TRUE,base,411.055,-468.946,106668.946,3070.321,113873.815,60404.665,13440.517,127314.332,230625,56000
2031,2024-08,SA,1h,2025,TRUE,base,399.393,-457.376,108516.427,-1240.711,111672.459,63244.854,9451.997,121124.457,230625,56000
2032,2024-08,SA,1h,2025,TRUE,base,398.198,-455.027,112977.278,-5517.845,112541.51,66576.101,8665.024,121206.534,230625,56000
2033,2024-08,SA,1h,2025,TRUE,base,390.852,-447.224,115552.856,-7197.675,113327.709,69315.572,9495.079,122822.788,230625,56000
2034,2024-08,SA,1h,2025,TRUE,base,389.221,-444.447,113034.151,-11205.609,107207.899,65855.782,11929.426,119137.322,230625,56000
2035,2024-08,SA,1h,2025,TRUE,base,383.545,-438.121,110777.234,-10475.934,105769.3,64150.692,11289.813,117059.114,230625,56000
2036,2024-08,SA,1h,2025,TRUE,base,381.245,-434.808,117080.143,-9959.883,112274.242,70600.922,19618.652,131892.895,230625,56000
2037,2024-08,SA,1h,2025,TRUE,base,376.391,-429.405,114716.202,-13165.992,106873.655,68875.082,21769.783,128643.44,230625,56000
2038,2024-08,SA,1h,2025,TRUE,base,371.253,-423.303,116967.829,-13624.85,108749.516,72351.854,21938.904,130688.423,230625,56000
2039,2024-08,SA,1h,2025,TRUE,base,362.989,-414.208,123933.721,-15686.555,114311.645,79201.715,21490.04,135801.684,230625,56000
2040,2024-08,SA,1h,2025,TRUE,base,362.339,-413.094,122418.222,-19491.596,109175.921,77161.247,21108.999,130284.921,230625,56000
2041,2024-08,SA,1h,2025,TRUE,base,352.595,-401.97,124010.294,-18105.272,112703.97,81852.377,21375.535,134079.503,230625,56000
2042,2024-08,SA,1h,2025,TRUE,base,350.601,-399.465,109339.649,-14888.84,101309.62,67043.444,20999.374,122308.993,230625,56000
2043,2024-08,SA,1h,2025,TRUE,base,344.126,-392.31,105443.815,-14132.883,97628.361,62133.969,20640.002,118268.362,230625,56000
2044,2024-08,SA,1h,2025,TRUE,base,339.359,-386.955,109907.069,-13196.136,103108.909,67460.113,21495.447,124604.358,230625,56000
2045,2024-08,SA,1h,2025,TRUE,base,453.085,-515.89,129739.085,-17344.47,118393.674,72529.539,23089.718,141483.397,230625,56000
2046,2024-08,SA,1h,2025,TRUE,base,449.689,-512.497,130594.705,-16081.441,120643.032,74194.909,23831.762,144474.794,230625,56000
2047,2024-08,SA,1h,2025,TRUE,base,442.66,-504.416,123842.368,-17642.929,112288.913,68027.507,23168.588,135457.501,230625,56000
2048,2024-08,SA,1h,2025,TRUE,base,434.648,-494.925,133642.463,-16902.773,122999.823,78610.64,22468.352,145468.176,230625,56000
2049,2024-08,SA,1h,2025,TRUE,base,425.639,-485.357,140464.911,-17722.823,129165.733,86120.567,21276.166,150441.899,230625,56000
2050,2024-08,SA,1h,2025,TRUE,base,420.862,-479.901,138837.991,-16509.063,129289.721,88294.219,22790.819,152080.541,230625,56000
2051,2024-08,SA,1h,2025,TRUE,base,411.497,-469.3,137850.381,-17088.652,127725.07,88430.636,22549.421,150274.493,230625,56000
2052,2024-08,SA,1h,2025,TRUE,base,411.108,-468.639,146183.307,-15319.293,137837.877,97132.106,23254.613,161092.489,230625,56000
2053,2024-08,SA,1h,2025,TRUE,base,400.674,-456.642,129072.937,-17149.925,118500.825,80464.537,22361.531,140862.357,230625,56000
2054,2024-08,SA,1h,2025,TRUE,base,392.899,-447.499,115518.416,-14729.049,107284.373,68025.832,22024.106,129308.479,230625,56000
2055,2024-08,SA,1h,2025,TRUE,base,387.704,-442.079,130488.234,-16097.171,122245.834,83582.592,22223.439,144469.272,230625,56000
2056,2024-08,SA,1h,2025,TRUE,base,382.538,-436.356,140278.746,-15547.82,132535.511,95010.343,22313.808,154849.321,230625,56000
2057,2024-08,SA,1h,2025,TRUE,base,375.016,-427.474,125415.978,-15962.215,118235.241,80986.943,22227.94,140463.181,230625,56000
2058,2024-08,SA,1h,2025,TRUE,base,370.589,-422.187,121147.862,-15958.213,112915.686,77148.229,21435.265,134350.95,230625,56000
2059,2024-08,SA,1h,2025,TRUE,base,367.772,-419.468,124741.285,-15312.099,118194.258,82375.216,21472.639,139666.897,230625,56000
2060,2024-08,SA,1h,2025,TRUE,base,358.053,-408.03,136343.657,-15487.473,129299.733,94312.471,22726.27,152026.001,230625,56000
2025,2024-08,SA,2h,2025,TRUE,base,902.833,-1031.111,150600.386,14191.227,176909.407,71973.556,58015.643,234925.049,247596,69612
2026,2024-08,SA,2h,2025,TRUE,base,860.671,-986.689,157713.883,5923.827,169110.904,68203.193,19165.01,188275.913,247596,69612
2027,2024-08,SA,2h,2025,TRUE,base,839.114,-962.182,186755.879,-2541.305,190523.903,95199.87,17328.854,207852.756,247596,69612
2028,2024-08,SA,2h,2025,TRUE,base,834.323,-955.635,141353.631,1850.614,148533.322,49105.365,16078.763,164612.083,247596,69612
2029,2024-08,SA,2h,2025,TRUE,base,828.728,-947.292,160000.147,-6674.721,160045.887,61686.942,19876.354,179922.239,247596,69612
2030,2024-08,SA,2h,2025,TRUE,base,818.723,-934.532,157085.837,-8637.423,154966.663,61564.362,17514.488,172481.15,247596,69612
2031,2024-08,SA,2h,2025,TRUE,base,786.499,-901.721,153607.525,-13207.639,147409.576,63668.039,11516.733,158926.309,247596,69612
2032,2024-08,SA,2h,2025,TRUE,base,788.664,-902.512,160830.644,-19877.527,148209.937,67614.549,10800.866,159010.802,247596,69612
2033,2024-08,SA,2h,2025,TRUE,base,773.08,-885.5,166552.048,-24241.408,149241.661,73040.487,11669.027,160910.689,247596,69612
2034,2024-08,SA,2h,2025,TRUE,base,780.803,-891.779,168229.499,-29006.979,146767.267,72329.755,15867.621,162634.883,247596,69612
2035,2024-08,SA,2h,2025,TRUE,base,767.547,-876.606,166975.863,-28306.512,145836.563,72368.441,14736.968,160573.535,247596,69612
2036,2024-08,SA,2h,2025,TRUE,base,770.51,-877.568,174808.803,-28421.825,151608.508,76321.589,27008.238,178616.745,247596,69612
2037,2024-08,SA,2h,2025,TRUE,base,758.981,-864.849,174177.352,-31975.279,149981.427,80148.032,29061.781,179043.21,247596,69612
2038,2024-08,SA,2h,2025,TRUE,base,747.849,-851.772,176825.237,-32256.751,151594.212,83214.444,29572.486,181166.7,247596,69612
2039,2024-08,SA,2h,2025,TRUE,base,734.323,-836.91,179242.747,-35220.698,152398.162,86635.76,28775.169,181173.331,247596,69612
2040,2024-08,SA,2h,2025,TRUE,base,728.997,-830.034,177430.68,-40794.064,145319.9,84223.128,29619.769,174939.67,247596,69612
2041,2024-08,SA,2h,2025,TRUE,base,711.571,-810.648,176386.945,-38447.022,146775.418,87527.225,29228.095,176003.513,247596,69612
2042,2024-08,SA,2h,2025,TRUE,base,705.157,-802.866,161038.839,-32018.141,137168.979,72602.764,29572.007,166740.985,247596,69612
2043,2024-08,SA,2h,2025,TRUE,base,695.715,-792.279,164685.35,-29873.79,141647.685,74508.572,29700.592,171348.277,247596,69612
2044,2024-08,SA,2h,2025,TRUE,base,691.271,-786.923,173509.505,-27690.029,151632.361,83022.262,30581.956,182214.319,247596,69612
2045,2024-08,SA,2h,2025,TRUE,base,908.483,-1034.172,189821.798,-36801.849,160475.763,73897.959,33667.48,194143.247,247596,69612
2046,2024-08,SA,2h,2025,TRUE,base,910.181,-1036.319,191457.002,-35564.191,163302.664,76270.541,34077.819,197380.482,247596,69612
2047,2024-08,SA,2h,2025,TRUE,base,888.195,-1011.282,188353.332,-36352.614,159065.745,74118.967,33586.179,192651.923,247596,69612
2048,2024-08,SA,2h,2025,TRUE,base,875.437,-996.468,192616.656,-35734.123,164330.787,81374.372,32493.052,196823.838,247596,69612
2049,2024-08,SA,2h,2025,TRUE,base,859.314,-978.642,200222.073,-36378.402,172020.674,90157.866,30945.794,202966.467,247596,69612
2050,2024-08,SA,2h,2025,TRUE,base,840.716,-957.953,193626.142,-34834.103,167344.013,90561.181,32425.752,199769.766,247596,69612
2051,2024-08,SA,2h,2025,TRUE,base,830.972,-946.343,191826.161,-35031.556,165592.532,90421.545,32712.432,198304.967,247596,69612
2052,2024-08,SA,2h,2025,TRUE,base,821.106,-935.416,201956.915,-32232.009,177877.249,101169.925,33358.81,211236.056,247596,69612
2053,2024-08,SA,2h,2025,TRUE,base,809.584,-921.773,186804.134,-32811.776,162941.737,87842.288,32193.279,195135.019,247596,69612
2054,2024-08,SA,2h,2025,TRUE,base,796.285,-905.847,188043.859,-32036.028,164989.41,90780.458,32033.686,197023.096,247596,69612
2055,2024-08,SA,2h,2025,TRUE,base,779.475,-887.859,189954.414,-33896.661,166064.812,92931.274,32273.323,198338.133,247596,69612
2056,2024-08,SA,2h,2025,TRUE,base,773.606,-881.486,191473.416,-32792.873,168820.704,97150.267,31907.348,200728.051,247596,69612
2057,2024-08,SA,2h,2025,TRUE,base,759.537,-864.825,184187.135,-33288.167,160950.952,90397.075,31994.747,192945.699,247596,69612
2058,2024-08,SA,2h,2025,TRUE,base,748.587,-852.5,179949.789,-33557.574,156452.99,88131.364,30909.834,187362.822,247596,69612
2059,2024-08,SA,2h,2025,TRUE,base,735.856,-838.421,182732.054,-32743.496,160539.049,92675.6,30581.254,191120.302,247596,69612
2060,2024-08,SA,2h,2025,TRUE,base,723.508,-824.21,187304.259,-32556.094,165541.087,98858.075,31562.608,197103.691,247596,69612
2025,2024-08,SA,4h,2025,TRUE,base,1788.435,-2046.343,238605.793,-4192.708,255994.429,72956.686,75977.306,331971.732,263710,74010
2026,2024-08,SA,4h,2025,TRUE,base,1704.855,-1957.591,247999.959,-19515.421,239027.462,68543.414,26618.447,265645.906,263710,74010
2027,2024-08,SA,4h,2025,TRUE,base,1650.534,-1896.637,277510.081,-33399.25,254603.036,96330.619,24236.168,278839.203,263710,74010
2028,2024-08,SA,4h,2025,TRUE,base,1641.944,-1885.485,228259.646,-28777.012,210580.373,49284.411,22393.658,232974.03,263710,74010
2029,2024-08,SA,4h,2025,TRUE,base,1639.468,-1876.832,254552.078,-44120.819,221959.197,61906.531,28017.043,249976.239,263710,74010
2030,2024-08,SA,4h,2025,TRUE,base,1610.806,-1842.827,245500.453,-43401.348,213096.551,61680.89,24379.339,237475.889,263710,74010
2031,2024-08,SA,4h,2025,TRUE,base,1546.774,-1778.502,233854.606,-49565.7,195743.288,63893.969,14679.019,210422.308,263710,74010
2032,2024-08,SA,4h,2025,TRUE,base,1547.452,-1775.695,245241.77,-60530.076,197188.959,67902.858,14216.722,211405.683,263710,74010
2033,2024-08,SA,4h,2025,TRUE,base,1522.913,-1747.03,249878.649,-63243.386,198213.986,73049.555,15456.845,213670.836,263710,74010
2034,2024-08,SA,4h,2025,TRUE,base,1536.276,-1757.56,257463.096,-72227.132,196071.678,72637.532,21917.016,217988.686,263710,74010
2035,2024-08,SA,4h,2025,TRUE,base,1512.938,-1730.659,253647.626,-70086.96,193886.189,72663.501,20423.188,214309.379,263710,74010
2036,2024-08,SA,4h,2025,TRUE,base,1533.774,-1748.563,269915.231,-71320.605,206833.088,77129.066,39301.793,246134.88,263710,74010
2037,2024-08,SA,4h,2025,TRUE,base,1510.448,-1722.174,269124.253,-75510.25,203147.079,81082.792,40466.893,243613.973,263710,74010
2038,2024-08,SA,4h,2025,TRUE,base,1493.747,-1701.602,270295.283,-75019.038,203978.941,83702.247,41733.482,245712.426,263710,74010
2039,2024-08,SA,4h,2025,TRUE,base,1465.505,-1670.028,270867.538,-78411.778,203707.526,87571.783,40683.997,244391.522,263710,74010
2040,2024-08,SA,4h,2025,TRUE,base,1455.326,-1657.579,268620.322,-84967.363,195470.353,85206.871,42752.421,238222.772,263710,74010
2041,2024-08,SA,4h,2025,TRUE,base,1418.546,-1617.571,264025.871,-82779.852,193344.418,88196.418,41163.405,234507.822,263710,74010
2042,2024-08,SA,4h,2025,TRUE,base,1407.434,-1603.227,249063.424,-69945.293,189255.892,73306.464,42738.7,231994.588,263710,74010
2043,2024-08,SA,4h,2025,TRUE,base,1388.062,-1580.63,256749.714,-64650.176,199865.065,77640.856,42726.468,242591.533,263710,74010
2044,2024-08,SA,4h,2025,TRUE,base,1377.629,-1568.041,261132.28,-58972.799,210127.717,84602.003,44838.691,254966.408,263710,74010
2045,2024-08,SA,4h,2025,TRUE,base,1810.651,-2061.841,302616.747,-81798.205,228879.428,74588.825,49242.751,278122.182,263710,74010
2046,2024-08,SA,4h,2025,TRUE,base,1803.742,-2055.473,305338.181,-81790.05,232067.571,77229.561,48965.267,281032.843,263710,74010
2047,2024-08,SA,4h,2025,TRUE,base,1773.345,-2020.379,300734.123,-82228.876,227231.422,75941.271,49054.348,276285.77,263710,74010
2048,2024-08,SA,4h,2025,TRUE,base,1743.296,-1985.929,300626.1,-77139.949,232194.477,83233.84,47605.141,279799.622,263710,74010
2049,2024-08,SA,4h,2025,TRUE,base,1713.79,-1952.974,306647.334,-78625.652,238004.575,91837.419,45675.88,283680.452,263710,74010
2050,2024-08,SA,4h,2025,TRUE,base,1676.777,-1910.576,296414.645,-75813.778,230142.742,92023.796,46392.094,276534.839,263710,74010
2051,2024-08,SA,4h,2025,TRUE,base,1656.199,-1887.787,296009.143,-75785.622,229298.455,92493.001,46659.587,275958.041,263710,74010
2052,2024-08,SA,4h,2025,TRUE,base,1637.563,-1866.113,302045.903,-69442.394,241397.938,102956.878,48041.71,289439.649,263710,74010
2053,2024-08,SA,4h,2025,TRUE,base,1617.352,-1842.279,290145.908,-71174.214,230078.107,94038.946,46596.702,276674.809,263710,74010
2054,2024-08,SA,4h,2025,TRUE,base,1586.11,-1806.521,287400.741,-71022.312,227134.605,93760.744,45887.791,273022.401,263710,74010
2055,2024-08,SA,4h,2025,TRUE,base,1562.624,-1780.681,289315.52,-74249.369,226512.353,94771.349,46049.287,272561.64,263710,74010
2056,2024-08,SA,4h,2025,TRUE,base,1535.51,-1749.995,286570.168,-70081.473,228634.422,98913.131,45985.328,274619.748,263710,74010
2057,2024-08,SA,4h,2025,TRUE,base,1512.514,-1723.086,281856.428,-72314.874,221443.699,93629.832,45332.093,266775.791,263710,74010
2058,2024-08,SA,4h,2025,TRUE,base,1492.092,-1700.82,275949.462,-73411.724,214412.96,90400.985,43704.538,258117.497,263710,74010
2059,2024-08,SA,4h,2025,TRUE,base,1469.121,-1674.293,277473.836,-72212.238,217905.201,94839.798,43064.563,260969.763,263710,74010
2060,2024-08,SA,4h,2025,TRUE,base,1447.427,-1649.652,279547.041,-70211.447,222324.837,101009.187,43885.117,266209.952,263710,74010
2025,2024-08,VIC,1h,2025,TRUE,base,458.477,-522.7,67589.041,6633.95,86954.03,42740.776,50561.42,137515.452,230625,56000
2026,2024-08,VIC,1h,2025,TRUE,base,449.922,-513.043,78390.539,-2666.378,81568.549,36328.843,16998.778,98567.327,230625,56000
2027,2024-08,VIC,1h,2025,TRUE,base,439.906,-501.88,69382.238,-3791.45,72362.698,31903.061,15622.179,87984.876,230625,56000
2028,2024-08,VIC,1h,2025,TRUE,base,433.454,-493.731,73570.498,-6327.762,73955.158,32568.385,14669.759,88624.917,230625,56000
2029,2024-08,VIC,1h,2025,TRUE,base,432.801,-492.862,75961.745,-10697.08,73564.624,31187.368,17723.769,91288.391,230625,56000
2030,2024-08,VIC,1h,2025,TRUE,base,425.617,-483.54,68687.98,-9926.171,67075.55,26270.526,15726.137,82801.688,230625,56000
2031,2024-08,VIC,1h,2025,TRUE,base,415.9,-473.956,64492.492,-12181.579,59210.435,24336.603,10518.609,69729.046,230625,56000
2032,2024-08,VIC,1h,2025,TRUE,base,412.277,-469.513,66827.978,-16083.761,58122.877,24687.392,9646.979,67769.855,230625,56000
2033,2024-08,VIC,1h,2025,TRUE,base,402.95,-458.716,58865.581,-14710.101,51691.242,18394.793,10692.336,62383.58,230625,56000
2034,2024-08,VIC,1h,2025,TRUE,base,397.973,-452.354,59031.473,-15404.182,51719.217,17994.98,13674.881,65394.097,230625,56000
2035,2024-08,VIC,1h,2025,TRUE,base,392.546,-446.859,58075.533,-14827.216,50918.389,18255.381,12885.703,63804.093,230625,56000
2036,2024-08,VIC,1h,2025,TRUE,base,383.715,-436.972,86220.209,-13544.453,80330.244,46316.688,23762.551,104092.796,230625,56000
2037,2024-08,VIC,1h,2025,TRUE,base,377.38,-429.67,93984.263,-14727.955,86524.345,54342.124,24564.025,111088.371,230625,56000
2038,2024-08,VIC,1h,2025,TRUE,base,369.703,-420.906,86176.638,-15120.053,79259.094,48322.525,24930.371,104189.466,230625,56000
2039,2024-08,VIC,1h,2025,TRUE,base,364.876,-415.489,86584.082,-15194.18,79187.336,48393.927,24347.796,103535.132,230625,56000
2040,2024-08,VIC,1h,2025,TRUE,base,359.138,-409.823,119545.543,-17866.938,110067.97,81103.864,24135.715,134203.687,230625,56000
2041,2024-08,VIC,1h,2025,TRUE,base,350.922,-399.922,104877.154,-17091.634,96766.879,68936.152,24194.459,120961.336,230625,56000
2042,2024-08,VIC,1h,2025,TRUE,base,347.225,-395.499,118835.695,-15182.371,113414.864,83832.392,23900.514,137315.377,230625,56000
2043,2024-08,VIC,1h,2025,TRUE,base,343.908,-391.704,97456.891,-13972.164,92438.897,64079.063,24959.572,117398.467,230625,56000
2044,2024-08,VIC,1h,2025,TRUE,base,337.477,-385.187,110286.859,-15313.364,104814.327,77068.01,25981.528,130795.856,230625,56000
2045,2024-08,VIC,1h,2025,TRUE,base,449.398,-511.7,117101.464,-20164.698,107114.723,70370.906,27553.57,134668.292,230625,56000
2046,2024-08,VIC,1h,2025,TRUE,base,451.508,-514.017,118961.536,-20129.848,108797.216,72308.209,28157.196,136954.41,230625,56000
2047,2024-08,VIC,1h,2025,TRUE,base,442.733,-503.915,109278.381,-19667.916,98864.917,63043.88,27016.102,125881.015,230625,56000
2048,2024-08,VIC,1h,2025,TRUE,base,435.049,-495.667,108973.916,-20204.327,98411.318,64122.534,27442.144,125853.464,230625,56000
2049,2024-08,VIC,1h,2025,TRUE,base,426.866,-485.925,104793.703,-20313.637,94706.415,61129.83,25946.173,120652.589,230625,56000
2050,2024-08,VIC,1h,2025,TRUE,base,417.388,-475.308,100355.922,-19787.618,91620.764,59704.048,26857.961,118478.724,230625,56000
