fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2036,2024-11,NSW,1h,2025,FALSE,base,464.756,-529.139,118343.91,-24438.82,96966.741,60078.521,26277.552,123244.295,230625,56000
2037,2024-11,NSW,1h,2025,FALSE,base,461.389,-525.152,126456.805,-23391.323,106218.642,67089.374,26082.415,132301.056,230625,56000
2038,2024-11,NSW,1h,2025,FALSE,base,462.105,-526.015,129239.872,-23451.2,109433.844,72241.09,27787.105,137220.952,230625,56000
2039,2024-11,NSW,1h,2025,FALSE,base,460.32,-524.12,134383.13,-24550.189,114021.464,76202.192,28353.722,142375.189,230625,56000
2040,2024-11,NSW,1h,2025,FALSE,base,461.774,-525.9,135596.359,-24666.267,114806.033,76969.526,27787.332,142593.366,230625,56000
2041,2024-11,NSW,1h,2025,FALSE,base,461.495,-525.34,107769.489,-25328.655,86702.646,49820.166,27576.241,114278.886,230625,56000
2042,2024-11,NSW,1h,2025,FALSE,base,460.184,-523.906,112340.592,-25344.721,90429.766,53500.649,27800.811,118230.576,230625,56000
2043,2024-11,NSW,1h,2025,FALSE,base,462.566,-526.518,111494.374,-24750.915,90514.277,53790.6,28146.134,118660.41,230625,56000
2044,2024-11,NSW,1h,2025,FALSE,base,460.866,-524.733,119228.479,-23991.066,98078.229,61411.346,28481.058,126559.289,230625,56000
2045,2024-11,NSW,1h,2025,FALSE,base,459.836,-523.61,126605.182,-25136.668,106089.967,69950.298,27588.005,133677.977,230625,56000
2046,2024-11,NSW,1h,2025,FALSE,base,459.752,-523.546,124250.638,-25923.328,102374.496,67969.371,27927.102,130301.596,230625,56000
2047,2024-11,NSW,1h,2025,FALSE,base,461.628,-525.557,128482.404,-24250.51,109054.445,72717.92,28560.136,137614.583,230625,56000
2048,2024-11,NSW,1h,2025,FALSE,base,461.352,-525.84,124269.433,-26172.312,101828.331,67511.019,25761.16,127589.488,230625,56000
2049,2024-11,NSW,1h,2025,FALSE,base,459.873,-523.696,125861.543,-24877.847,106326.329,70957.379,26485.949,132812.278,230625,56000
2050,2024-11,NSW,1h,2025,FALSE,base,460.581,-524.452,115472.607,-23594.03,96763.663,61490.936,28382.392,125146.056,230625,56000
2051,2024-11,NSW,1h,2025,FALSE,base,459.52,-523.24,120792.616,-23289.79,102030.52,66389.893,28016.789,130047.307,230625,56000
2052,2024-11,NSW,1h,2025,FALSE,base,459.849,-524.493,116377.596,-22441.33,98588.231,63634.774,29562.942,128151.173,230625,56000
2053,2024-11,NSW,1h,2025,FALSE,base,458.979,-522.897,116852.129,-23407.323,98613.154,63432.055,27903.833,126516.986,230625,56000
2054,2024-11,NSW,1h,2025,FALSE,base,459.574,-523.228,118369.704,-22965.792,100411.435,65035.04,27259.011,127670.444,230625,56000
2055,2024-11,NSW,1h,2025,FALSE,base,459.074,-522.592,120256.187,-23005.141,102502.263,67261.937,27110.684,129612.948,230625,56000
2056,2024-11,NSW,1h,2025,FALSE,base,460.014,-524.562,112847.836,-22151.222,96245.788,61138.619,28137.503,124383.29,230625,56000
2057,2024-11,NSW,1h,2025,FALSE,base,458.637,-522.326,120682.43,-23294.124,101986.655,67165.257,27318.481,129305.134,230625,56000
2058,2024-11,NSW,1h,2025,FALSE,base,459.848,-523.584,116493.717,-23025.264,98926.27,63883.676,27324.512,126250.783,230625,56000
2059,2024-11,NSW,1h,2025,FALSE,base,459.767,-523.601,112952.29,-23232.201,94340.252,59072.328,26408.105,120748.358,230625,56000
2060,2024-11,NSW,1h,2025,FALSE,base,458.384,-522.299,113938.246,-23733.836,95631.214,61854.488,25708.86,121340.074,230625,56000
2025,2024-11,NSW,2h,2025,FALSE,base,925.624,-1053.296,129565.782,-17860.598,137638.535,55042.561,72115.525,209754.059,247596,69612
2026,2024-11,NSW,2h,2025,FALSE,base,922.628,-1050.007,187209.359,-32301.527,164470.501,74730.653,19556.777,184027.278,247596,69612
2027,2024-11,NSW,2h,2025,FALSE,base,925.317,-1053.347,145531.804,-34189.588,121377.06,48202.807,20010.131,141387.19,247596,69612
2028,2024-11,NSW,2h,2025,FALSE,base,925.948,-1054.225,152573.143,-46686.689,115088.013,47906.698,18262.755,133350.769,247596,69612
2029,2024-11,NSW,2h,2025,FALSE,base,925.577,-1052.916,178682.174,-44503.162,142975.308,65510.13,21805.163,164780.467,247596,69612
2030,2024-11,NSW,2h,2025,FALSE,base,931.247,-1058.514,147646.187,-37956.565,117151.219,46133.846,22406.244,139557.461,247596,69612
2031,2024-11,NSW,2h,2025,FALSE,base,919.741,-1047.217,124914.457,-40201.428,92172.81,37537.646,14079.237,106252.047,247596,69612
2032,2024-11,NSW,2h,2025,FALSE,base,925.346,-1053.077,141940.309,-48241.053,101093.907,44287.704,12948.955,114042.86,247596,69612
2033,2024-11,NSW,2h,2025,FALSE,base,925.876,-1054.022,151081.486,-50477.224,108026.258,46986.156,13934.986,121961.242,247596,69612
2034,2024-11,NSW,2h,2025,FALSE,base,931.458,-1059.062,152561.363,-51357.228,107953.282,43543.172,18599.842,126553.124,247596,69612
2035,2024-11,NSW,2h,2025,FALSE,base,927.36,-1054.932,152688.376,-48287.95,111661.225,49199.31,16821.582,128482.808,247596,69612
2036,2024-11,NSW,2h,2025,FALSE,base,935.259,-1063.272,184904.474,-51328.304,136719.09,65236.701,34105.676,170824.767,247596,69612
2037,2024-11,NSW,2h,2025,FALSE,base,931.702,-1059.353,195334.307,-49699.384,149067.509,74364.082,34565.24,183632.748,247596,69612
2038,2024-11,NSW,2h,2025,FALSE,base,930.726,-1058.367,197456.889,-49260.437,151922.464,78550.234,36575.361,188497.829,247596,69612
2039,2024-11,NSW,2h,2025,FALSE,base,932.832,-1060.571,200103.367,-52015.694,151750.258,78484.436,37444.472,189194.734,247596,69612
2040,2024-11,NSW,2h,2025,FALSE,base,936.327,-1064.855,201672.75,-53730.591,151514.775,79066.978,37484.455,188999.231,247596,69612
2041,2024-11,NSW,2h,2025,FALSE,base,929.842,-1057.296,177823.488,-54642.211,127757.12,56800.354,36642.16,164399.282,247596,69612
2042,2024-11,NSW,2h,2025,FALSE,base,930.173,-1057.836,180437.915,-53827.514,130970.009,59401.824,37546.266,168516.274,247596,69612
2043,2024-11,NSW,2h,2025,FALSE,base,930.016,-1057.786,180968.281,-53257.803,131217.897,59830.182,37681.827,168899.72,247596,69612
2044,2024-11,NSW,2h,2025,FALSE,base,931.457,-1059.244,183569.22,-51518.26,134886.728,63701.779,38796.64,173683.368,247596,69612
2045,2024-11,NSW,2h,2025,FALSE,base,931.644,-1059.598,189580.809,-53615.428,141586.986,71809.579,37118.901,178705.893,247596,69612
2046,2024-11,NSW,2h,2025,FALSE,base,927.698,-1055.054,189545.47,-52110.979,141616.261,71760.067,37719.802,179336.062,247596,69612
2047,2024-11,NSW,2h,2025,FALSE,base,930.606,-1058.213,191950.266,-50913.354,145642.212,75030.233,38838.318,184480.532,247596,69612
2048,2024-11,NSW,2h,2025,FALSE,base,931.363,-1060.027,191796.447,-54570.432,141761.532,74234.421,34627.228,176388.76,247596,69612
2049,2024-11,NSW,2h,2025,FALSE,base,930.726,-1059.024,192238.489,-53953.801,144237.832,75982.083,35192.146,179429.975,247596,69612
2050,2024-11,NSW,2h,2025,FALSE,base,926.553,-1054.007,181335.787,-51209.775,135951.557,67898.728,37557.289,173508.847,247596,69612
2051,2024-11,NSW,2h,2025,FALSE,base,926.983,-1054.444,183474.301,-50176.277,138236.221,69380.841,37513.846,175750.063,247596,69612
2052,2024-11,NSW,2h,2025,FALSE,base,928.802,-1057.349,183796.469,-48055.44,139814.684,71378.376,39766.665,179581.347,247596,69612
2053,2024-11,NSW,2h,2025,FALSE,base,927.488,-1055.172,177955.461,-50039.584,133165.234,64959.745,37487.864,170653.095,247596,69612
2054,2024-11,NSW,2h,2025,FALSE,base,926.245,-1053.583,179626.705,-49113.505,137114.401,68826.97,37494.635,174609.037,247596,69612
2055,2024-11,NSW,2h,2025,FALSE,base,924.079,-1051.153,181836.477,-49735.251,137144.758,69360.124,36968.807,174113.564,247596,69612
2056,2024-11,NSW,2h,2025,FALSE,base,927.039,-1055.359,176390.301,-48644.109,132888.292,64305.01,37643.581,170531.873,247596,69612
2057,2024-11,NSW,2h,2025,FALSE,base,925.631,-1053.26,182889.222,-50634.078,137592.558,70031.915,37009,174601.558,247596,69612
2058,2024-11,NSW,2h,2025,FALSE,base,926.592,-1054.849,180016.69,-50109.71,135803.552,68090.565,36657.125,172460.678,247596,69612
2059,2024-11,NSW,2h,2025,FALSE,base,925.785,-1053.309,180660.982,-49992.365,135633.391,68060.592,35928.248,171561.637,247596,69612
2060,2024-11,NSW,2h,2025,FALSE,base,926.645,-1054.7,177598.739,-50294.045,132626.823,66805.852,35010.54,167637.363,247596,69612
2025,2024-11,NSW,4h,2025,FALSE,base,1836.29,-2091.559,219919.796,-55363.078,205476.006,55292.708,90264.977,295740.985,263710,74010
2026,2024-11,NSW,4h,2025,FALSE,base,1814.785,-2069.656,290903.65,-71460.851,235015.415,75419.917,25555.858,260571.275,263710,74010
2027,2024-11,NSW,4h,2025,FALSE,base,1822.777,-2078.475,235206.798,-74741.274,176636.365,48276.174,26373.368,203009.731,263710,74010
2028,2024-11,NSW,4h,2025,FALSE,base,1831.468,-2088.911,245701.654,-97667.42,164608.736,47888.216,24766.88,189375.616,263710,74010
2029,2024-11,NSW,4h,2025,FALSE,base,1837.37,-2092.813,279187.352,-92596.719,202426.205,66011.771,30224.574,232650.775,263710,74010
2030,2024-11,NSW,4h,2025,FALSE,base,1844.504,-2099.677,235258.955,-78187.796,169862.276,46214.666,31610.3,201472.572,263710,74010
2031,2024-11,NSW,4h,2025,FALSE,base,1806.539,-2061.551,196496.076,-83400.811,127344.665,37451.331,19087.736,146432.399,263710,74010
2032,2024-11,NSW,4h,2025,FALSE,base,1818.149,-2074.914,222966.549,-100099.088,137958.21,44302.118,17401.518,155359.725,263710,74010
2033,2024-11,NSW,4h,2025,FALSE,base,1822.234,-2077.668,238575.421,-104348.724,148629.211,47272.423,19152.152,167781.363,263710,74010
2034,2024-11,NSW,4h,2025,FALSE,base,1839.311,-2094.253,245824.74,-106354.469,152633.148,43852.217,25491.643,178124.793,263710,74010
2035,2024-11,NSW,4h,2025,FALSE,base,1828.694,-2083.395,241906.517,-99694.036,154999.642,49572.154,22270.42,177270.058,263710,74010
2036,2024-11,NSW,4h,2025,FALSE,base,1873.216,-2130.927,296857.585,-109674.894,193272.124,66313.824,46662.75,239934.875,263710,74010
2037,2024-11,NSW,4h,2025,FALSE,base,1864.919,-2120.085,309263.862,-104804.609,209804.912,76859.686,47629.559,257434.467,263710,74010
2038,2024-11,NSW,4h,2025,FALSE,base,1865.3,-2120.629,311159.059,-105198.972,211612.612,79865.063,50405.844,262018.459,263710,74010
2039,2024-11,NSW,4h,2025,FALSE,base,1861.854,-2116.421,315188.133,-110938.479,211676.728,79839.859,51133.736,262810.471,263710,74010
2040,2024-11,NSW,4h,2025,FALSE,base,1869.884,-2127.066,319034.275,-114191.9,210846.535,80647.203,50926.877,261773.41,263710,74010
2041,2024-11,NSW,4h,2025,FALSE,base,1859.387,-2114.195,296275.083,-118143.545,185730.183,58383.368,49795.226,235525.409,263710,74010
2042,2024-11,NSW,4h,2025,FALSE,base,1863.782,-2119.162,298376.338,-115290.608,189722.278,60928.92,51326.527,241048.803,263710,74010
2043,2024-11,NSW,4h,2025,FALSE,base,1864.16,-2119.9,297220.62,-113498.237,189865.654,61422.404,52088.029,241953.678,263710,74010
2044,2024-11,NSW,4h,2025,FALSE,base,1870.466,-2128.066,301835.594,-111962.829,194512.982,65308.657,52858.705,247371.687,263710,74010
2045,2024-11,NSW,4h,2025,FALSE,base,1861.822,-2117.319,302511.056,-112190.128,198650.767,73380.458,51913.939,250564.706,263710,74010
2046,2024-11,NSW,4h,2025,FALSE,base,1862.4,-2117.874,303513.279,-111661.479,198959.671,73136.409,52557.848,251517.52,263710,74010
2047,2024-11,NSW,4h,2025,FALSE,base,1858.659,-2113.492,306605.355,-109672.934,204693.506,76834.442,53156.846,257850.353,263710,74010
2048,2024-11,NSW,4h,2025,FALSE,base,1859.764,-2117.106,303017.16,-113916.449,197739.745,75971.633,47719.368,245459.114,263710,74010
2049,2024-11,NSW,4h,2025,FALSE,base,1859.951,-2116.683,303670.214,-112086.757,201150.224,77736.429,48718.774,249868.996,263710,74010
2050,2024-11,NSW,4h,2025,FALSE,base,1856.873,-2112.258,294259.22,-110214.033,192414.24,69776.529,50675.923,243090.162,263710,74010
2051,2024-11,NSW,4h,2025,FALSE,base,1845.449,-2100.061,295078.386,-106630.846,195478.572,71370.901,50938.705,246417.274,263710,74010
2052,2024-11,NSW,4h,2025,FALSE,base,1851.053,-2108.427,295310.442,-103876.298,197784.317,73155.401,54011.843,251796.165,263710,74010
2053,2024-11,NSW,4h,2025,FALSE,base,1850.21,-2105.42,288255.909,-104954.129,190011.816,66650.74,51229.758,241241.571,263710,74010
2054,2024-11,NSW,4h,2025,FALSE,base,1846.222,-2100.405,291280.173,-104674.336,194975.674,71238.291,51769.498,246745.172,263710,74010
2055,2024-11,NSW,4h,2025,FALSE,base,1849.756,-2104.134,292644.577,-104731.697,194317.013,71668.194,51206.492,245523.502,263710,74010
2056,2024-11,NSW,4h,2025,FALSE,base,1854.413,-2112.052,287270.44,-103476.054,191034.955,66793.029,51247.042,242281.997,263710,74010
2057,2024-11,NSW,4h,2025,FALSE,base,1853.22,-2108.878,294582.269,-105598.808,194805.205,72665.777,51293.197,246098.402,263710,74010
2058,2024-11,NSW,4h,2025,FALSE,base,1845.677,-2101.904,289850.521,-105036.838,192092.351,70550.379,50490.936,242583.283,263710,74010
2059,2024-11,NSW,4h,2025,FALSE,base,1841.461,-2096.088,290060.345,-105579.473,191042.695,70456.8,49146.788,240189.481,263710,74010
2060,2024-11,NSW,4h,2025,FALSE,base,1842.018,-2097.741,285540.965,-106553.761,186890.098,69034.851,47783.398,234673.499,263710,74010
2025,2024-11,QLD,1h,2025,FALSE,base,455.007,-518.554,102891.957,-6606.398,112979.152,73100.769,52631.397,165610.547,230625,56000
2026,2024-11,QLD,1h,2025,FALSE,base,457.024,-520.838,118687.334,-9532.726,116005.091,67649.447,13701.998,129707.092,230625,56000
2027,2024-11,QLD,1h,2025,FALSE,base,456.245,-520.087,113464.758,-6025.893,113615.92,64191.25,12505.126,126121.047,230625,56000
2028,2024-11,QLD,1h,2025,FALSE,base,461.191,-525.346,121467.815,-5551.765,120682.997,72813.133,12273.752,132956.75,230625,56000
2029,2024-11,QLD,1h,2025,FALSE,base,459.784,-523.759,120763.514,-5300.166,120580.202,72274.887,14253.114,134833.312,230625,56000
2030,2024-11,QLD,1h,2025,FALSE,base,460.499,-524.206,119624.834,-5625.006,118043.176,72832.595,14863.742,132906.918,230625,56000
2031,2024-11,QLD,1h,2025,FALSE,base,454.712,-518.392,112695.431,-8195.913,107869.754,66625.829,10117.198,117986.951,230625,56000
2032,2024-11,QLD,1h,2025,FALSE,base,459.356,-524.017,97637.512,-16273.464,85349.756,50927.738,9952.456,95302.214,230625,56000
2033,2024-11,QLD,1h,2025,FALSE,base,457.406,-521.98,100833.675,-15967.839,89040.134,53395.744,10576.926,99617.059,230625,56000
2034,2024-11,QLD,1h,2025,FALSE,base,460.899,-524.778,106563.343,-21301.894,89993.675,52877.846,13882.94,103876.614,230625,56000
2035,2024-11,QLD,1h,2025,FALSE,base,456.826,-520.726,108972.614,-17067.456,96111.636,58272.404,12426.687,108538.322,230625,56000
2036,2024-11,QLD,1h,2025,FALSE,base,458.305,-522.132,129954.302,-22557.526,109545.503,71635.606,24357.308,133902.809,230625,56000
2037,2024-11,QLD,1h,2025,FALSE,base,456.751,-521.63,133740.912,-21661.444,114973.173,78476.035,24843.785,139816.958,230625,56000
2038,2024-11,QLD,1h,2025,FALSE,base,454.242,-518.329,126296.404,-21457.445,108429.25,72295.156,26279.647,134708.9,230625,56000
2039,2024-11,QLD,1h,2025,FALSE,base,457.516,-521.663,109940.937,-23388.037,90735.491,54999.956,26812.157,117547.65,230625,56000
2040,2024-11,QLD,1h,2025,FALSE,base,460.05,-524.214,126024.248,-20504.933,108466.308,70232.385,26479.615,134945.922,230625,56000
2041,2024-11,QLD,1h,2025,FALSE,base,455.669,-519.371,125016.011,-21130.008,108172.664,71727.835,25897.948,134070.614,230625,56000
2042,2024-11,QLD,1h,2025,FALSE,base,456.318,-520.057,118480.459,-21122.054,100939.643,64111.445,26043.951,126983.595,230625,56000
2043,2024-11,QLD,1h,2025,FALSE,base,457.501,-521.51,116177.852,-18701.694,101536.666,63296.355,26592.72,128129.385,230625,56000
2044,2024-11,QLD,1h,2025,FALSE,base,459.556,-523.547,111705.282,-18362.937,97262.3,57512.202,26841.157,124103.459,230625,56000
2045,2024-11,QLD,1h,2025,FALSE,base,457.743,-522.632,107756.85,-18177.262,93945.852,54713.174,25613.359,119559.211,230625,56000
2046,2024-11,QLD,1h,2025,FALSE,base,458.016,-521.856,107417.291,-17188.644,94607.048,53432.418,26190.733,120797.779,230625,56000
2047,2024-11,QLD,1h,2025,FALSE,base,457.817,-521.583,103613.68,-17017.5,91182.44,50415.748,26506.8,117689.24,230625,56000
2048,2024-11,QLD,1h,2025,FALSE,base,457.734,-521.992,98395.62,-17809.374,84830.797,45237.113,24656.909,109487.704,230625,56000
2049,2024-11,QLD,1h,2025,FALSE,base,459.695,-523.821,93118.164,-16173.828,81841.865,41695.329,25213.417,107055.28,230625,56000
2050,2024-11,QLD,1h,2025,FALSE,base,457.744,-521.777,94435.849,-19267.029,80703.261,42453.983,26540.187,107243.448,230625,56000
2051,2024-11,QLD,1h,2025,FALSE,base,457.251,-521.068,96792.844,-18685.354,83832.883,44205.503,26593.834,110426.716,230625,56000
2052,2024-11,QLD,1h,2025,FALSE,base,457.451,-521.534,107819.836,-17719.548,95934.369,55343.193,27688.224,123622.593,230625,56000
2053,2024-11,QLD,1h,2025,FALSE,base,455.725,-519.626,110807.683,-17556.546,98309.141,58319.723,26792.948,125102.088,230625,56000
2054,2024-11,QLD,1h,2025,FALSE,base,456.19,-520.391,113546.347,-17668.561,101547.379,60314.01,25580.159,127127.539,230625,56000
2055,2024-11,QLD,1h,2025,FALSE,base,456.918,-520.953,109442.064,-17858.422,96975.862,56841.641,25717.126,122692.989,230625,56000
2056,2024-11,QLD,1h,2025,FALSE,base,455.052,-518.976,109147.13,-17225.376,97373.099,57244.95,26141.183,123514.28,230625,56000
2057,2024-11,QLD,1h,2025,FALSE,base,454.76,-519.172,111688.415,-18065.424,98549.747,58610.432,25498.087,124047.831,230625,56000
2058,2024-11,QLD,1h,2025,FALSE,base,453.973,-517.592,108528.946,-17010.267,96128.54,57263.574,25809.63,121938.173,230625,56000
2059,2024-11,QLD,1h,2025,FALSE,base,456.04,-520.115,101511.113,-17795.8,88514.999,51077.362,25336.715,113851.714,230625,56000
2060,2024-11,QLD,1h,2025,FALSE,base,452.911,-516.838,111070.189,-18984.333,96544.633,58737.513,24488.285,121032.916,230625,56000
2025,2024-11,QLD,2h,2025,FALSE,base,917.613,-1045.13,145274.596,-17644.854,153910.169,75163.52,69238.074,223148.24,247596,69612
2026,2024-11,QLD,2h,2025,FALSE,base,910.072,-1037.803,168809.769,-21007.741,155679.213,67784.708,17962.584,173641.797,247596,69612
2027,2024-11,QLD,2h,2025,FALSE,base,910.093,-1037.792,164461.347,-13837.893,157159.093,66933.705,16143.122,173302.214,247596,69612
2028,2024-11,QLD,2h,2025,FALSE,base,912.444,-1040.515,168512.952,-12611.514,161637.995,74312.463,15984.381,177622.376,247596,69612
2029,2024-11,QLD,2h,2025,FALSE,base,916.963,-1044.762,167109.666,-10894.12,161399.013,73873,18968.509,180367.517,247596,69612
2030,2024-11,QLD,2h,2025,FALSE,base,917.505,-1045.001,167539.387,-11745.406,159762.904,76881.451,19361.017,179123.922,247596,69612
2031,2024-11,QLD,2h,2025,FALSE,base,902.544,-1030.117,155675.013,-16944.543,143360.435,68096,12370.462,155730.897,247596,69612
2032,2024-11,QLD,2h,2025,FALSE,base,905.967,-1035.206,139145.819,-33368.772,112025.799,50980.435,12111.591,124137.389,247596,69612
2033,2024-11,QLD,2h,2025,FALSE,base,902.982,-1031.564,143768.451,-33857.743,115632.561,53437.277,13245.904,128878.467,247596,69612
2034,2024-11,QLD,2h,2025,FALSE,base,913.682,-1041.294,159711.87,-41860.399,123637.461,54845.142,17527.374,141164.834,247596,69612
2035,2024-11,QLD,2h,2025,FALSE,base,910.073,-1038.376,156810.528,-36381.554,126175.849,58445.413,15578.51,141754.357,247596,69612
2036,2024-11,QLD,2h,2025,FALSE,base,924.603,-1052.201,188820.207,-44817.358,147619.153,75310.659,32665.602,180284.755,247596,69612
2037,2024-11,QLD,2h,2025,FALSE,base,921.636,-1050.604,189002.631,-43982.404,148829.636,79325.926,32991.994,181821.627,247596,69612
2038,2024-11,QLD,2h,2025,FALSE,base,918.33,-1045.987,180338.749,-42906.477,141985.082,73080.666,35641.811,177626.894,247596,69612
2039,2024-11,QLD,2h,2025,FALSE,base,920.049,-1047.51,167868.61,-45273.79,127991.794,58796.93,36079.044,164070.841,247596,69612
2040,2024-11,QLD,2h,2025,FALSE,base,929.088,-1057.959,182454.48,-43716.392,142436.477,70931.386,35735.645,178172.121,247596,69612
2041,2024-11,QLD,2h,2025,FALSE,base,919.275,-1046.376,182258.965,-43917.573,142895.963,73100.051,34545.551,177441.515,247596,69612
2042,2024-11,QLD,2h,2025,FALSE,base,921.547,-1048.746,173640.232,-43297.939,133972.989,64406.934,35336.358,169309.347,247596,69612
2043,2024-11,QLD,2h,2025,FALSE,base,923.102,-1050.66,171663.251,-38807.613,136877.955,63713.502,35498.884,172376.839,247596,69612
2044,2024-11,QLD,2h,2025,FALSE,base,926.773,-1055.978,165627.868,-38038.643,132649.446,58098.641,36452.012,169101.462,247596,69612
2045,2024-11,QLD,2h,2025,FALSE,base,921.586,-1050.76,162029.832,-38029.809,129271.641,55177.127,34966.573,164238.214,247596,69612
2046,2024-11,QLD,2h,2025,FALSE,base,923.67,-1051.004,163228.949,-36805.565,130998.073,54054.539,35650.757,166648.83,247596,69612
2047,2024-11,QLD,2h,2025,FALSE,base,922.553,-1050.071,159059.699,-37353.845,127223.094,50701.642,36088.202,163311.296,247596,69612
2048,2024-11,QLD,2h,2025,FALSE,base,923.945,-1052.783,151880.147,-38145.331,119237.979,45605.864,33542.939,152780.92,247596,69612
2049,2024-11,QLD,2h,2025,FALSE,base,924.762,-1052.667,147674.555,-35972.414,117720.264,42413.008,33712.956,151433.217,247596,69612
2050,2024-11,QLD,2h,2025,FALSE,base,921.392,-1049.045,153214.706,-38936.18,120007.764,44911.186,35653.02,155660.783,247596,69612
2051,2024-11,QLD,2h,2025,FALSE,base,921.035,-1048.65,152547.899,-38322.109,120856.56,44750.494,35626.608,156483.163,247596,69612
2052,2024-11,QLD,2h,2025,FALSE,base,919.177,-1047.242,163090.78,-37109.381,132840.985,56126.23,37444.356,170285.342,247596,69612
2053,2024-11,QLD,2h,2025,FALSE,base,918.868,-1046.418,166812.062,-36765.639,136187.8,59187.774,35727.332,171915.132,247596,69612
2054,2024-11,QLD,2h,2025,FALSE,base,917.187,-1045.717,169735.187,-36992.997,138962.783,61039.243,35057.982,174020.765,247596,69612
2055,2024-11,QLD,2h,2025,FALSE,base,918.756,-1047.375,168397.44,-37361.332,136757.694,60068.686,34748.873,171506.568,247596,69612
2056,2024-11,QLD,2h,2025,FALSE,base,918.413,-1046.429,165011.362,-37186.032,133983.216,58505.55,35588.777,169571.993,247596,69612
2057,2024-11,QLD,2h,2025,FALSE,base,915.025,-1044.029,171179.924,-37587.184,138736.565,62849.824,35189.355,173925.92,247596,69612
2058,2024-11,QLD,2h,2025,FALSE,base,915.245,-1042.472,163444.012,-36602.682,131926.888,58233.914,34684.17,166611.059,247596,69612
2059,2024-11,QLD,2h,2025,FALSE,base,913.903,-1041.271,156413.497,-36543.567,126021.75,54083.689,34273.736,160295.485,247596,69612
2060,2024-11,QLD,2h,2025,FALSE,base,912.851,-1041.401,163973.574,-38091.059,131393.886,59843.505,33248.507,164642.393,247596,69612
2025,2024-11,QLD,4h,2025,FALSE,base,1812.191,-2066.882,232473.996,-49972.94,222097.733,75094.144,86698.131,308795.866,263710,74010
2026,2024-11,QLD,4h,2025,FALSE,base,1782.447,-2037.46,258386.083,-47225.945,223150.034,67512.987,24109.49,247259.524,263710,74010
2027,2024-11,QLD,4h,2025,FALSE,base,1783.317,-2038.961,247927.751,-29870.654,226917.33,66566.135,22791.59,249708.921,263710,74010
2028,2024-11,QLD,4h,2025,FALSE,base,1793.089,-2049.877,250843.446,-32070.942,226965.201,74217.98,22276.786,249241.986,263710,74010
2029,2024-11,QLD,4h,2025,FALSE,base,1806.883,-2062.438,247558.904,-26647.996,227784.854,73911.184,27005.575,254790.427,263710,74010
2030,2024-11,QLD,4h,2025,FALSE,base,1808.263,-2063.059,242899.67,-27398.872,221989.595,76825.338,27684.517,249674.109,263710,74010
2031,2024-11,QLD,4h,2025,FALSE,base,1764.695,-2020.392,228981.607,-39125.099,196970.736,68022.941,16642.168,213612.903,263710,74010
2032,2024-11,QLD,4h,2025,FALSE,base,1773.01,-2031.809,212664.486,-70447.048,152941.536,50888.468,16203.315,169144.848,263710,74010
2033,2024-11,QLD,4h,2025,FALSE,base,1772.819,-2029.191,219289.356,-73953.074,156301.564,53514.049,17878.412,174179.977,263710,74010
2034,2024-11,QLD,4h,2025,FALSE,base,1793.292,-2048.436,249367.967,-88265.988,170710.969,54903.01,23800.403,194511.371,263710,74010
2035,2024-11,QLD,4h,2025,FALSE,base,1774.071,-2029.797,238669.603,-78173.583,170712.496,58503.088,21034.704,191747.198,263710,74010
2036,2024-11,QLD,4h,2025,FALSE,base,1844.917,-2101.613,290193.824,-94377.11,202332.52,75374.768,45407.778,247740.297,263710,74010
2037,2024-11,QLD,4h,2025,FALSE,base,1829.635,-2085.924,288435.799,-92409.28,201548.634,79476.264,45783.416,247332.048,263710,74010
2038,2024-11,QLD,4h,2025,FALSE,base,1837.641,-2093.163,282276.067,-91344.616,196452.525,73400.731,49159.428,245611.956,263710,74010
2039,2024-11,QLD,4h,2025,FALSE,base,1840.124,-2095.181,271219.697,-94725.009,182758.257,59039.359,50124.406,232882.667,263710,74010
2040,2024-11,QLD,4h,2025,FALSE,base,1843.564,-2100.727,283986.124,-91560.806,197641.548,71247.04,49439.914,247081.465,263710,74010
2041,2024-11,QLD,4h,2025,FALSE,base,1831.144,-2085.978,284661.537,-92255.473,198314.22,73165.356,47471.004,245785.224,263710,74010
2042,2024-11,QLD,4h,2025,FALSE,base,1833.061,-2087.928,274679.059,-90339.765,189609.589,64624.525,49060.334,238669.923,263710,74010
2043,2024-11,QLD,4h,2025,FALSE,base,1838.679,-2093.249,273511.545,-83380.447,194663.962,63756.984,49476.36,244140.319,263710,74010
2044,2024-11,QLD,4h,2025,FALSE,base,1847.251,-2105.5,268647.645,-82252.007,190578.356,57938.281,50210.477,240788.832,263710,74010
2045,2024-11,QLD,4h,2025,FALSE,base,1835.487,-2092.7,263837.875,-81600.07,187617.925,55235.632,48994.129,236612.057,263710,74010
2046,2024-11,QLD,4h,2025,FALSE,base,1836.743,-2091.713,266853.592,-80348.888,191493.896,54373.126,49808.245,241302.14,263710,74010
2047,2024-11,QLD,4h,2025,FALSE,base,1836.992,-2092.209,262572.195,-80143.378,188736.19,50919.854,50226.262,238962.449,263710,74010
2048,2024-11,QLD,4h,2025,FALSE,base,1837.586,-2094.9,250609.562,-80555.95,176340.162,45899.708,46026.106,222366.272,263710,74010
