date,value,region,vintage
2048-12,65.33,QLD,August_24
2049-01,106.98,QLD,August_24
2049-02,103.05,QLD,August_24
2049-03,136.71,QLD,August_24
2049-04,94.42,QLD,August_24
2049-05,123.98,QLD,August_24
2049-06,131.32,QLD,August_24
2049-07,109.93,QLD,August_24
2049-08,117.91,QLD,August_24
2049-09,71.62,QLD,August_24
2049-10,54.53,QLD,August_24
2049-11,57.42,QLD,August_24
2049-12,59.04,QLD,August_24
2050-01,106.63,QLD,August_24
2050-02,108.28,QLD,August_24
2050-03,128.39,QLD,August_24
2050-04,105.47,QLD,August_24
2050-05,137.11,QLD,August_24
2050-06,142.48,QLD,August_24
2050-07,104.8,QLD,August_24
2050-08,126.84,QLD,August_24
2050-09,82.23,QLD,August_24
2050-10,65.87,QLD,August_24
2050-11,67.32,QLD,August_24
2050-12,57.96,QLD,August_24
2051-01,106.29,QLD,August_24
2051-02,113.21,QLD,August_24
2051-03,128.67,QLD,August_24
2051-04,104.4,QLD,August_24
2051-05,132.52,QLD,August_24
2051-06,139.06,QLD,August_24
2051-07,104.0,QLD,August_24
2051-08,120.0,QLD,August_24
2051-09,69.55,QLD,August_24
2051-10,54.93,QLD,August_24
2051-11,66.42,QLD,August_24
2051-12,60.38,QLD,August_24
2052-01,99.9,QLD,August_24
2052-02,123.85,QLD,August_24
2052-03,128.96,QLD,August_24
2052-04,106.49,QLD,August_24
2052-05,137.09,QLD,August_24
2052-06,144.41,QLD,August_24
2052-07,104.41,QLD,August_24
2052-08,121.3,QLD,August_24
2052-09,82.42,QLD,August_24
2052-10,52.65,QLD,August_24
2052-11,59.18,QLD,August_24
2052-12,60.81,QLD,August_24
2053-01,99.64,QLD,August_24
2053-02,133.89,QLD,August_24
2053-03,128.31,QLD,August_24
2053-04,110.21,QLD,August_24
2053-05,144.38,QLD,August_24
2053-06,141.76,QLD,August_24
2053-07,114.53,QLD,August_24
2053-08,122.59,QLD,August_24
2053-09,74.0,QLD,August_24
2053-10,56.04,QLD,August_24
2053-11,57.89,QLD,August_24
2053-12,59.24,QLD,August_24
2054-01,104.74,QLD,August_24
2054-02,117.78,QLD,August_24
2054-03,129.48,QLD,August_24
2054-04,116.52,QLD,August_24
2054-05,141.3,QLD,August_24
2054-06,147.14,QLD,August_24
2054-07,115.53,QLD,August_24
2054-08,131.32,QLD,August_24
2054-09,71.95,QLD,August_24
2054-10,53.85,QLD,August_24
2054-11,58.14,QLD,August_24
2054-12,64.69,QLD,August_24
2055-01,107.69,QLD,August_24
2055-02,118.79,QLD,August_24
2055-03,128.05,QLD,August_24
2055-04,113.78,QLD,August_24
2055-05,141.8,QLD,August_24
2055-06,144.96,QLD,August_24
2055-07,117.97,QLD,August_24
2055-08,126.78,QLD,August_24
2055-09,74.23,QLD,August_24
2055-10,51.71,QLD,August_24
2055-11,52.85,QLD,August_24
2055-12,65.48,QLD,August_24
2056-01,102.27,QLD,August_24
2056-02,115.54,QLD,August_24
2056-03,143.35,QLD,August_24
2056-04,108.43,QLD,August_24
2056-05,141.92,QLD,August_24
2056-06,139.69,QLD,August_24
2056-07,122.26,QLD,August_24
2056-08,130.7,QLD,August_24
2056-09,81.81,QLD,August_24
2056-10,58.0,QLD,August_24
2056-11,56.87,QLD,August_24
