year,value,region,duration,vintage
2042,181.71,SA,4hr,Jul25
2043,182.34,SA,4hr,Jul25
2044,180.9,SA,4hr,Jul25
2045,178.7,SA,4hr,Jul25
2046,177.74,SA,4hr,Jul25
2047,178.26,SA,4hr,Jul25
2048,170.62,SA,4hr,Jul25
2049,173.18,SA,4hr,Jul25
2050,162.87,SA,4hr,Jul25
2051,163.41,SA,4hr,Jul25
2052,167.8,SA,4hr,Jul25
2053,163.67,SA,4hr,Jul25
2054,163.96,SA,4hr,Jul25
2055,163.76,SA,4hr,Jul25
2056,165.9,SA,4hr,Jul25
2057,164.22,SA,4hr,Jul25
2058,165.29,SA,4hr,Jul25
2059,168.65,SA,4hr,Jul25
2060,164.56,SA,4hr,Jul25
2026,279.35,TAS,Half-hourly,Jul25
2027,266.52,TAS,Half-hourly,Jul25
2028,268.02,TAS,Half-hourly,Jul25
2029,266.64,TAS,Half-hourly,Jul25
2030,265.05,TAS,Half-hourly,Jul25
2031,245.72,TAS,Half-hourly,Jul25
2032,255.22,TAS,Half-hourly,Jul25
2033,241.62,TAS,Half-hourly,Jul25
2034,256.28,TAS,Half-hourly,Jul25
2035,244.46,TAS,Half-hourly,Jul25
2036,268.6,TAS,Half-hourly,Jul25
2037,256.46,TAS,Half-hourly,Jul25
2038,256.72,TAS,Half-hourly,Jul25
2039,259.05,TAS,Half-hourly,Jul25
2040,255.19,TAS,Half-hourly,Jul25
2041,254.33,TAS,Half-hourly,Jul25
2042,260.44,TAS,Half-hourly,Jul25
2043,258.94,TAS,Half-hourly,Jul25
2044,258.0,TAS,Half-hourly,Jul25
2045,250.02,TAS,Half-hourly,Jul25
2046,245.3,TAS,Half-hourly,Jul25
2047,243.7,TAS,Half-hourly,Jul25
2048,247.17,TAS,Half-hourly,Jul25
2049,241.32,TAS,Half-hourly,Jul25
2050,238.91,TAS,Half-hourly,Jul25
2051,239.29,TAS,Half-hourly,Jul25
2052,240.88,TAS,Half-hourly,Jul25
2053,235.31,TAS,Half-hourly,Jul25
2054,235.6,TAS,Half-hourly,Jul25
2055,235.59,TAS,Half-hourly,Jul25
2056,238.77,TAS,Half-hourly,Jul25
2057,233.82,TAS,Half-hourly,Jul25
2058,235.29,TAS,Half-hourly,Jul25
2059,233.49,TAS,Half-hourly,Jul25
2060,238.53,TAS,Half-hourly,Jul25
2026,230.78,TAS,1hr,Jul25
2027,226.41,TAS,1hr,Jul25
2028,220.36,TAS,1hr,Jul25
2029,224.75,TAS,1hr,Jul25
2030,222.79,TAS,1hr,Jul25
2031,204.94,TAS,1hr,Jul25
2032,214.0,TAS,1hr,Jul25
2033,207.01,TAS,1hr,Jul25
2034,218.29,TAS,1hr,Jul25
2035,207.61,TAS,1hr,Jul25
2036,228.61,TAS,1hr,Jul25
2037,222.53,TAS,1hr,Jul25
2038,223.51,TAS,1hr,Jul25
2039,226.58,TAS,1hr,Jul25
2040,219.63,TAS,1hr,Jul25
2041,220.84,TAS,1hr,Jul25
2042,223.94,TAS,1hr,Jul25
2043,225.72,TAS,1hr,Jul25
2044,224.7,TAS,1hr,Jul25
2045,218.96,TAS,1hr,Jul25
2046,216.22,TAS,1hr,Jul25
2047,215.87,TAS,1hr,Jul25
2048,216.31,TAS,1hr,Jul25
2049,211.32,TAS,1hr,Jul25
2050,208.33,TAS,1hr,Jul25
2051,207.93,TAS,1hr,Jul25
2052,209.87,TAS,1hr,Jul25
2053,206.47,TAS,1hr,Jul25
2054,206.69,TAS,1hr,Jul25
2055,206.74,TAS,1hr,Jul25
2056,209.04,TAS,1hr,Jul25
2057,206.01,TAS,1hr,Jul25
2058,205.0,TAS,1hr,Jul25
2059,205.33,TAS,1hr,Jul25
2060,207.58,TAS,1hr,Jul25
2026,183.91,TAS,2hr,Jul25
2027,179.05,TAS,2hr,Jul25
2028,174.15,TAS,2hr,Jul25
2029,183.35,TAS,2hr,Jul25
2030,180.24,TAS,2hr,Jul25
2031,163.94,TAS,2hr,Jul25
2032,172.31,TAS,2hr,Jul25
2033,171.93,TAS,2hr,Jul25
2034,183.03,TAS,2hr,Jul25
2035,172.33,TAS,2hr,Jul25
2036,190.46,TAS,2hr,Jul25
2037,187.78,TAS,2hr,Jul25
2038,188.81,TAS,2hr,Jul25
2039,191.56,TAS,2hr,Jul25
2040,185.96,TAS,2hr,Jul25
2041,186.5,TAS,2hr,Jul25
2042,190.72,TAS,2hr,Jul25
2043,191.52,TAS,2hr,Jul25
2044,192.56,TAS,2hr,Jul25
2045,186.92,TAS,2hr,Jul25
2046,185.4,TAS,2hr,Jul25
2047,185.51,TAS,2hr,Jul25
2048,184.48,TAS,2hr,Jul25
2049,180.18,TAS,2hr,Jul25
2050,177.08,TAS,2hr,Jul25
2051,176.17,TAS,2hr,Jul25
2052,178.24,TAS,2hr,Jul25
2053,175.92,TAS,2hr,Jul25
2054,176.15,TAS,2hr,Jul25
2055,176.08,TAS,2hr,Jul25
2056,178.34,TAS,2hr,Jul25
2057,175.83,TAS,2hr,Jul25
2058,174.7,TAS,2hr,Jul25
2059,176.08,TAS,2hr,Jul25
2060,177.24,TAS,2hr,Jul25
2026,141.47,TAS,4hr,Jul25
2027,136.21,TAS,4hr,Jul25
2028,132.94,TAS,4hr,Jul25
2029,142.97,TAS,4hr,Jul25
2030,140.42,TAS,4hr,Jul25
2031,126.47,TAS,4hr,Jul25
2032,133.34,TAS,4hr,Jul25
2033,136.78,TAS,4hr,Jul25
2034,148.12,TAS,4hr,Jul25
2035,137.94,TAS,4hr,Jul25
2036,153.74,TAS,4hr,Jul25
2037,152.24,TAS,4hr,Jul25
2038,154.06,TAS,4hr,Jul25
2039,156.41,TAS,4hr,Jul25
2040,152.04,TAS,4hr,Jul25
2041,152.05,TAS,4hr,Jul25
2042,156.99,TAS,4hr,Jul25
2043,157.58,TAS,4hr,Jul25
2044,158.4,TAS,4hr,Jul25
2045,153.95,TAS,4hr,Jul25
2046,153.05,TAS,4hr,Jul25
2047,153.44,TAS,4hr,Jul25
2048,151.41,TAS,4hr,Jul25
2049,147.92,TAS,4hr,Jul25
2050,145.19,TAS,4hr,Jul25
2051,144.34,TAS,4hr,Jul25
2052,146.22,TAS,4hr,Jul25
2053,144.35,TAS,4hr,Jul25
2054,144.72,TAS,4hr,Jul25
2055,144.61,TAS,4hr,Jul25
2056,146.01,TAS,4hr,Jul25
2057,144.22,TAS,4hr,Jul25
2058,143.3,TAS,4hr,Jul25
2059,145.13,TAS,4hr,Jul25
2060,145.64,TAS,4hr,Jul25
2026,475.68,VIC,Half-hourly,Jul25
2027,398.63,VIC,Half-hourly,Jul25
2028,345.63,VIC,Half-hourly,Jul25
2029,396.9,VIC,Half-hourly,Jul25
2030,356.62,VIC,Half-hourly,Jul25
2031,331.64,VIC,Half-hourly,Jul25
2032,336.49,VIC,Half-hourly,Jul25
2033,337.09,VIC,Half-hourly,Jul25
2034,352.7,VIC,Half-hourly,Jul25
2035,342.27,VIC,Half-hourly,Jul25
2036,407.52,VIC,Half-hourly,Jul25
2037,413.15,VIC,Half-hourly,Jul25
2038,457.83,VIC,Half-hourly,Jul25
2039,491.23,VIC,Half-hourly,Jul25
2040,533.75,VIC,Half-hourly,Jul25
2041,482.13,VIC,Half-hourly,Jul25
2042,480.52,VIC,Half-hourly,Jul25
2043,483.97,VIC,Half-hourly,Jul25
2044,540.54,VIC,Half-hourly,Jul25
2045,487.95,VIC,Half-hourly,Jul25
2046,488.52,VIC,Half-hourly,Jul25
2047,489.75,VIC,Half-hourly,Jul25
2048,503.51,VIC,Half-hourly,Jul25
2049,481.05,VIC,Half-hourly,Jul25
2050,477.83,VIC,Half-hourly,Jul25
2051,476.51,VIC,Half-hourly,Jul25
2052,503.72,VIC,Half-hourly,Jul25
2053,475.21,VIC,Half-hourly,Jul25
2054,474.3,VIC,Half-hourly,Jul25
2055,478.59,VIC,Half-hourly,Jul25
2056,502.47,VIC,Half-hourly,Jul25
2057,478.0,VIC,Half-hourly,Jul25
2058,475.76,VIC,Half-hourly,Jul25
2059,474.11,VIC,Half-hourly,Jul25
2060,557.81,VIC,Half-hourly,Jul25
2026,350.33,VIC,1hr,Jul25
2027,299.71,VIC,1hr,Jul25
2028,267.63,VIC,1hr,Jul25
2029,297.82,VIC,1hr,Jul25
2030,276.79,VIC,1hr,Jul25
2031,251.5,VIC,1hr,Jul25
2032,253.56,VIC,1hr,Jul25
2033,255.32,VIC,1hr,Jul25
2034,268.65,VIC,1hr,Jul25
2035,259.29,VIC,1hr,Jul25
2036,301.06,VIC,1hr,Jul25
2037,314.77,VIC,1hr,Jul25
2038,331.1,VIC,1hr,Jul25
2039,350.05,VIC,1hr,Jul25
2040,369.7,VIC,1hr,Jul25
2041,345.25,VIC,1hr,Jul25
2042,344.72,VIC,1hr,Jul25
2043,355.89,VIC,1hr,Jul25
2044,375.35,VIC,1hr,Jul25
2045,355.45,VIC,1hr,Jul25
2046,357.04,VIC,1hr,Jul25
2047,355.87,VIC,1hr,Jul25
2048,349.42,VIC,1hr,Jul25
2049,348.57,VIC,1hr,Jul25
2050,345.35,VIC,1hr,Jul25
2051,344.3,VIC,1hr,Jul25
2052,349.3,VIC,1hr,Jul25
2053,343.12,VIC,1hr,Jul25
2054,343.94,VIC,1hr,Jul25
2055,346.25,VIC,1hr,Jul25
2056,347.49,VIC,1hr,Jul25
2057,345.59,VIC,1hr,Jul25
2058,344.43,VIC,1hr,Jul25
2059,343.74,VIC,1hr,Jul25
2060,392.04,VIC,1hr,Jul25
2026,265.32,VIC,2hr,Jul25
2027,229.27,VIC,2hr,Jul25
2028,207.83,VIC,2hr,Jul25
2029,227.44,VIC,2hr,Jul25
2030,216.63,VIC,2hr,Jul25
2031,191.24,VIC,2hr,Jul25
2032,191.87,VIC,2hr,Jul25
2033,194.89,VIC,2hr,Jul25
2034,206.82,VIC,2hr,Jul25
2035,198.76,VIC,2hr,Jul25
2036,226.76,VIC,2hr,Jul25
2037,234.99,VIC,2hr,Jul25
2038,246.41,VIC,2hr,Jul25
2039,258.02,VIC,2hr,Jul25
2040,263.69,VIC,2hr,Jul25
2041,252.49,VIC,2hr,Jul25
2042,253.05,VIC,2hr,Jul25
2043,261.07,VIC,2hr,Jul25
2044,268.2,VIC,2hr,Jul25
2045,258.08,VIC,2hr,Jul25
2046,260.22,VIC,2hr,Jul25
2047,258.51,VIC,2hr,Jul25
2048,252.29,VIC,2hr,Jul25
2049,252.53,VIC,2hr,Jul25
2050,249.43,VIC,2hr,Jul25
2051,248.37,VIC,2hr,Jul25
2052,250.67,VIC,2hr,Jul25
2053,247.68,VIC,2hr,Jul25
2054,248.27,VIC,2hr,Jul25
2055,249.96,VIC,2hr,Jul25
2056,248.87,VIC,2hr,Jul25
2057,249.21,VIC,2hr,Jul25
2058,247.45,VIC,2hr,Jul25
2059,249.01,VIC,2hr,Jul25
2060,271.65,VIC,2hr,Jul25
2026,199.72,VIC,4hr,Jul25
2027,172.24,VIC,4hr,Jul25
2028,154.18,VIC,4hr,Jul25
2029,169.36,VIC,4hr,Jul25
2030,164.37,VIC,4hr,Jul25
2031,141.2,VIC,4hr,Jul25
2032,142.92,VIC,4hr,Jul25
2033,146.77,VIC,4hr,Jul25
2034,158.03,VIC,4hr,Jul25
2035,150.78,VIC,4hr,Jul25
2036,172.96,VIC,4hr,Jul25
2037,178.15,VIC,4hr,Jul25
2038,186.43,VIC,4hr,Jul25
2039,194.01,VIC,4hr,Jul25
2040,193.65,VIC,4hr,Jul25
2041,187.1,VIC,4hr,Jul25
2042,188.65,VIC,4hr,Jul25
2043,194.68,VIC,4hr,Jul25
2044,196.62,VIC,4hr,Jul25
2045,188.69,VIC,4hr,Jul25
2046,192.39,VIC,4hr,Jul25
2047,188.9,VIC,4hr,Jul25
2048,184.83,VIC,4hr,Jul25
2049,184.86,VIC,4hr,Jul25
2050,181.68,VIC,4hr,Jul25
2051,180.84,VIC,4hr,Jul25
2052,182.41,VIC,4hr,Jul25
2053,180.95,VIC,4hr,Jul25
2054,181.01,VIC,4hr,Jul25
2055,181.87,VIC,4hr,Jul25
2056,180.64,VIC,4hr,Jul25
2057,180.86,VIC,4hr,Jul25
2058,179.07,VIC,4hr,Jul25
2059,181.0,VIC,4hr,Jul25
2060,191.11,VIC,4hr,Jul25
2026,630.74,NSW,Half-hourly,May25
2027,457.64,NSW,Half-hourly,May25
2028,425.44,NSW,Half-hourly,May25
2029,467.16,NSW,Half-hourly,May25
2030,434.23,NSW,Half-hourly,May25
2031,301.36,NSW,Half-hourly,May25
2032,351.03,NSW,Half-hourly,May25
2033,380.89,NSW,Half-hourly,May25
2034,390.54,NSW,Half-hourly,May25
2035,407.89,NSW,Half-hourly,May25
2036,458.84,NSW,Half-hourly,May25
2037,424.32,NSW,Half-hourly,May25
2038,433.29,NSW,Half-hourly,May25
2039,473.46,NSW,Half-hourly,May25
2040,474.76,NSW,Half-hourly,May25
2041,473.31,NSW,Half-hourly,May25
2042,466.98,NSW,Half-hourly,May25
2043,468.94,NSW,Half-hourly,May25
2044,467.14,NSW,Half-hourly,May25
2045,449.04,NSW,Half-hourly,May25
2046,450.25,NSW,Half-hourly,May25
2047,441.76,NSW,Half-hourly,May25
2048,438.84,NSW,Half-hourly,May25
2049,437.66,NSW,Half-hourly,May25
2050,433.69,NSW,Half-hourly,May25
2051,431.89,NSW,Half-hourly,May25
2052,432.39,NSW,Half-hourly,May25
2053,411.19,NSW,Half-hourly,May25
2054,412.9,NSW,Half-hourly,May25
2055,436.24,NSW,Half-hourly,May25
2056,447.11,NSW,Half-hourly,May25
2057,437.52,NSW,Half-hourly,May25
2058,423.37,NSW,Half-hourly,May25
2059,422.81,NSW,Half-hourly,May25
2060,433.34,NSW,Half-hourly,May25
2026,457.95,NSW,1hr,May25
2027,320.45,NSW,1hr,May25
2028,300.01,NSW,1hr,May25
2029,329.41,NSW,1hr,May25
2030,310.27,NSW,1hr,May25
2031,206.19,NSW,1hr,May25
2032,245.58,NSW,1hr,May25
2033,279.3,NSW,1hr,May25
2034,296.52,NSW,1hr,May25
2035,293.8,NSW,1hr,May25
2036,319.49,NSW,1hr,May25
2037,309.61,NSW,1hr,May25
2038,329.33,NSW,1hr,May25
2039,332.77,NSW,1hr,May25
2040,337.58,NSW,1hr,May25
2041,339.75,NSW,1hr,May25
2042,327.19,NSW,1hr,May25
2043,328.69,NSW,1hr,May25
2044,329.93,NSW,1hr,May25
2045,328.89,NSW,1hr,May25
2046,330.31,NSW,1hr,May25
2047,328.28,NSW,1hr,May25
2048,322.88,NSW,1hr,May25
2049,309.7,NSW,1hr,May25
2050,306.27,NSW,1hr,May25
2051,303.47,NSW,1hr,May25
2052,301.48,NSW,1hr,May25
2053,290.49,NSW,1hr,May25
2054,302.06,NSW,1hr,May25
2055,307.53,NSW,1hr,May25
2056,326.69,NSW,1hr,May25
2057,309.39,NSW,1hr,May25
2058,304.4,NSW,1hr,May25
2059,303.98,NSW,1hr,May25
2060,316.97,NSW,1hr,May25
2026,325.93,NSW,2hr,May25
2027,227.95,NSW,2hr,May25
2028,212.14,NSW,2hr,May25
2029,235.27,NSW,2hr,May25
2030,219.76,NSW,2hr,May25
2031,147.78,NSW,2hr,May25
2032,170.75,NSW,2hr,May25
2033,201.11,NSW,2hr,May25
2034,212.78,NSW,2hr,May25
2035,211.78,NSW,2hr,May25
2036,231.25,NSW,2hr,May25
2037,226.42,NSW,2hr,May25
2038,236.13,NSW,2hr,May25
2039,241.5,NSW,2hr,May25
2040,242.86,NSW,2hr,May25
2041,245.38,NSW,2hr,May25
2042,237.0,NSW,2hr,May25
2043,237.78,NSW,2hr,May25
2044,239.81,NSW,2hr,May25
2045,234.76,NSW,2hr,May25
2046,236.36,NSW,2hr,May25
2047,233.4,NSW,2hr,May25
2048,232.43,NSW,2hr,May25
2049,223.86,NSW,2hr,May25
2050,220.79,NSW,2hr,May25
2051,218.0,NSW,2hr,May25
2052,216.58,NSW,2hr,May25
2053,212.35,NSW,2hr,May25
2054,217.74,NSW,2hr,May25
2055,221.67,NSW,2hr,May25
2056,234.63,NSW,2hr,May25
2057,222.99,NSW,2hr,May25
2058,220.36,NSW,2hr,May25
2059,220.06,NSW,2hr,May25
2060,227.6,NSW,2hr,May25
2026,237.41,NSW,4hr,May25
2027,164.68,NSW,4hr,May25
2028,149.76,NSW,4hr,May25
2029,170.53,NSW,4hr,May25
2030,154.55,NSW,4hr,May25
2031,106.98,NSW,4hr,May25
2032,121.44,NSW,4hr,May25
2033,142.04,NSW,4hr,May25
2034,157.09,NSW,4hr,May25
2035,154.65,NSW,4hr,May25
2036,172.23,NSW,4hr,May25
2037,169.06,NSW,4hr,May25
2038,174.79,NSW,4hr,May25
2039,179.65,NSW,4hr,May25
2040,179.0,NSW,4hr,May25
2041,177.6,NSW,4hr,May25
2042,175.29,NSW,4hr,May25
2043,176.0,NSW,4hr,May25
2044,177.28,NSW,4hr,May25
2045,172.18,NSW,4hr,May25
2046,173.45,NSW,4hr,May25
2047,171.82,NSW,4hr,May25
2048,170.12,NSW,4hr,May25
2049,165.14,NSW,4hr,May25
2050,162.35,NSW,4hr,May25
2051,160.22,NSW,4hr,May25
2052,161.23,NSW,4hr,May25
2053,157.92,NSW,4hr,May25
2054,161.2,NSW,4hr,May25
2055,163.94,NSW,4hr,May25
2056,169.65,NSW,4hr,May25
2057,165.02,NSW,4hr,May25
2058,163.33,NSW,4hr,May25
2059,163.13,NSW,4hr,May25
2060,167.0,NSW,4hr,May25
2026,525.4,QLD,Half-hourly,May25
2027,506.76,QLD,Half-hourly,May25
2028,486.5,QLD,Half-hourly,May25
2029,546.0,QLD,Half-hourly,May25
2030,552.91,QLD,Half-hourly,May25
2031,532.5,QLD,Half-hourly,May25
2032,550.31,QLD,Half-hourly,May25
2033,569.37,QLD,Half-hourly,May25
2034,570.65,QLD,Half-hourly,May25
2035,541.9,QLD,Half-hourly,May25
2036,451.35,QLD,Half-hourly,May25
2037,435.99,QLD,Half-hourly,May25
2038,444.22,QLD,Half-hourly,May25
2039,477.65,QLD,Half-hourly,May25
2040,459.8,QLD,Half-hourly,May25
2041,445.03,QLD,Half-hourly,May25
2042,431.52,QLD,Half-hourly,May25
2043,430.56,QLD,Half-hourly,May25
2044,424.64,QLD,Half-hourly,May25
2045,416.42,QLD,Half-hourly,May25
2046,422.97,QLD,Half-hourly,May25
2047,411.53,QLD,Half-hourly,May25
2048,406.0,QLD,Half-hourly,May25
2049,410.0,QLD,Half-hourly,May25
2050,406.93,QLD,Half-hourly,May25
2051,393.94,QLD,Half-hourly,May25
2052,388.25,QLD,Half-hourly,May25
2053,398.49,QLD,Half-hourly,May25
2054,398.05,QLD,Half-hourly,May25
2055,397.78,QLD,Half-hourly,May25
2056,389.89,QLD,Half-hourly,May25
2057,401.23,QLD,Half-hourly,May25
2058,399.35,QLD,Half-hourly,May25
2059,395.1,QLD,Half-hourly,May25
2060,373.7,QLD,Half-hourly,May25
2026,394.46,QLD,1hr,May25
2027,380.48,QLD,1hr,May25
2028,359.6,QLD,1hr,May25
2029,388.49,QLD,1hr,May25
2030,392.88,QLD,1hr,May25
2031,375.35,QLD,1hr,May25
2032,397.08,QLD,1hr,May25
2033,390.83,QLD,1hr,May25
2034,396.89,QLD,1hr,May25
2035,380.65,QLD,1hr,May25
2036,321.54,QLD,1hr,May25
2037,320.65,QLD,1hr,May25
2038,337.65,QLD,1hr,May25
2039,340.11,QLD,1hr,May25
2040,329.09,QLD,1hr,May25
2041,326.15,QLD,1hr,May25
2042,314.01,QLD,1hr,May25
2043,312.07,QLD,1hr,May25
2044,308.22,QLD,1hr,May25
2045,305.37,QLD,1hr,May25
2046,303.25,QLD,1hr,May25
2047,302.77,QLD,1hr,May25
2048,293.0,QLD,1hr,May25
2049,294.58,QLD,1hr,May25
2050,292.84,QLD,1hr,May25
2051,289.73,QLD,1hr,May25
2052,284.15,QLD,1hr,May25
2053,294.24,QLD,1hr,May25
2054,292.43,QLD,1hr,May25
2055,296.61,QLD,1hr,May25
2056,287.13,QLD,1hr,May25
2057,295.54,QLD,1hr,May25
2058,296.38,QLD,1hr,May25
2059,288.83,QLD,1hr,May25
2060,282.11,QLD,1hr,May25
2026,282.17,QLD,2hr,May25
2027,272.94,QLD,2hr,May25
2028,259.43,QLD,2hr,May25
2029,276.18,QLD,2hr,May25
2030,276.12,QLD,2hr,May25
2031,260.18,QLD,2hr,May25
2032,268.2,QLD,2hr,May25
2033,267.89,QLD,2hr,May25
2034,276.29,QLD,2hr,May25
2035,264.42,QLD,2hr,May25
2036,229.74,QLD,2hr,May25
2037,231.57,QLD,2hr,May25
2038,240.17,QLD,2hr,May25
2039,242.07,QLD,2hr,May25
2040,235.11,QLD,2hr,May25
2041,235.99,QLD,2hr,May25
2042,229.31,QLD,2hr,May25
2043,225.81,QLD,2hr,May25
2044,223.74,QLD,2hr,May25
2045,222.33,QLD,2hr,May25
2046,222.8,QLD,2hr,May25
2047,221.02,QLD,2hr,May25
2048,215.37,QLD,2hr,May25
2049,215.54,QLD,2hr,May25
2050,214.79,QLD,2hr,May25
2051,212.67,QLD,2hr,May25
2052,212.31,QLD,2hr,May25
2053,217.63,QLD,2hr,May25
2054,214.1,QLD,2hr,May25
2055,217.9,QLD,2hr,May25
2056,210.58,QLD,2hr,May25
2057,218.64,QLD,2hr,May25
2058,217.42,QLD,2hr,May25
2059,209.75,QLD,2hr,May25
2060,204.79,QLD,2hr,May25
2026,202.67,QLD,4hr,May25
2027,196.22,QLD,4hr,May25
2028,186.02,QLD,4hr,May25
2029,198.01,QLD,4hr,May25
2030,196.62,QLD,4hr,May25
2031,181.5,QLD,4hr,May25
2032,186.42,QLD,4hr,May25
2033,187.19,QLD,4hr,May25
2034,197.65,QLD,4hr,May25
2035,187.21,QLD,4hr,May25
2036,169.41,QLD,4hr,May25
2037,169.54,QLD,4hr,May25
2038,174.34,QLD,4hr,May25
2039,176.39,QLD,4hr,May25
2040,173.05,QLD,4hr,May25
2041,173.56,QLD,4hr,May25
2042,171.18,QLD,4hr,May25
2043,167.95,QLD,4hr,May25
2044,167.19,QLD,4hr,May25
2045,166.22,QLD,4hr,May25
2046,166.84,QLD,4hr,May25
2047,165.73,QLD,4hr,May25
2048,161.41,QLD,4hr,May25
2049,161.46,QLD,4hr,May25
2050,161.61,QLD,4hr,May25
2051,159.22,QLD,4hr,May25
2052,160.88,QLD,4hr,May25
2053,164.13,QLD,4hr,May25
2054,161.65,QLD,4hr,May25
2055,163.73,QLD,4hr,May25
2056,158.74,QLD,4hr,May25
2057,164.69,QLD,4hr,May25
2058,163.21,QLD,4hr,May25
2059,157.49,QLD,4hr,May25
2060,152.87,QLD,4hr,May25
2026,700.74,SA,Half-hourly,May25
2027,789.65,SA,Half-hourly,May25
2028,512.6,SA,Half-hourly,May25
2029,578.96,SA,Half-hourly,May25
2030,572.1,SA,Half-hourly,May25
2031,582.84,SA,Half-hourly,May25
2032,557.73,SA,Half-hourly,May25
2033,574.11,SA,Half-hourly,May25
2034,548.86,SA,Half-hourly,May25
2035,498.45,SA,Half-hourly,May25
2036,526.05,SA,Half-hourly,May25
2037,514.84,SA,Half-hourly,May25
2038,540.21,SA,Half-hourly,May25
2039,506.19,SA,Half-hourly,May25
2040,485.5,SA,Half-hourly,May25
2041,474.31,SA,Half-hourly,May25
2042,484.13,SA,Half-hourly,May25
2043,483.72,SA,Half-hourly,May25
2044,447.64,SA,Half-hourly,May25
2045,454.71,SA,Half-hourly,May25
2046,453.35,SA,Half-hourly,May25
2047,447.95,SA,Half-hourly,May25
2048,440.65,SA,Half-hourly,May25
2049,442.02,SA,Half-hourly,May25
2050,428.74,SA,Half-hourly,May25
2051,405.19,SA,Half-hourly,May25
2052,421.65,SA,Half-hourly,May25
2053,397.39,SA,Half-hourly,May25
2054,404.25,SA,Half-hourly,May25
2055,412.17,SA,Half-hourly,May25
2056,422.26,SA,Half-hourly,May25
2057,424.93,SA,Half-hourly,May25
2058,420.53,SA,Half-hourly,May25
2059,436.6,SA,Half-hourly,May25
2060,444.86,SA,Half-hourly,May25
2026,497.93,SA,1hr,May25
2027,556.51,SA,1hr,May25
2028,372.33,SA,1hr,May25
2029,419.35,SA,1hr,May25
2030,407.48,SA,1hr,May25
2031,397.7,SA,1hr,May25
2032,391.83,SA,1hr,May25
2033,396.54,SA,1hr,May25
2034,387.11,SA,1hr,May25
2035,361.83,SA,1hr,May25
2036,377.49,SA,1hr,May25
2037,376.21,SA,1hr,May25
2038,387.98,SA,1hr,May25
2039,367.6,SA,1hr,May25
2040,348.3,SA,1hr,May25
2041,347.78,SA,1hr,May25
2042,344.7,SA,1hr,May25
2043,343.52,SA,1hr,May25
2044,335.83,SA,1hr,May25
2045,326.8,SA,1hr,May25
2046,323.76,SA,1hr,May25
2047,329.25,SA,1hr,May25
2048,316.12,SA,1hr,May25
2049,328.68,SA,1hr,May25
2050,313.26,SA,1hr,May25
2051,297.96,SA,1hr,May25
2052,315.22,SA,1hr,May25
2053,298.48,SA,1hr,May25
2054,295.99,SA,1hr,May25
2055,305.2,SA,1hr,May25
2056,314.51,SA,1hr,May25
2057,310.74,SA,1hr,May25
2058,316.94,SA,1hr,May25
2059,317.75,SA,1hr,May25
2060,321.31,SA,1hr,May25
2026,347.51,SA,2hr,May25
2027,380.73,SA,2hr,May25
2028,260.29,SA,2hr,May25
2029,292.3,SA,2hr,May25
2030,285.74,SA,2hr,May25
2031,272.31,SA,2hr,May25
2032,272.1,SA,2hr,May25
2033,273.27,SA,2hr,May25
2034,272.41,SA,2hr,May25
2035,253.13,SA,2hr,May25
2036,269.53,SA,2hr,May25
2037,266.86,SA,2hr,May25
2038,275.59,SA,2hr,May25
2039,265.07,SA,2hr,May25
2040,248.16,SA,2hr,May25
2041,250.68,SA,2hr,May25
2042,247.53,SA,2hr,May25
2043,247.81,SA,2hr,May25
2044,243.04,SA,2hr,May25
2045,236.34,SA,2hr,May25
2046,234.54,SA,2hr,May25
2047,238.56,SA,2hr,May25
2048,230.19,SA,2hr,May25
2049,235.92,SA,2hr,May25
2050,225.51,SA,2hr,May25
2051,219.49,SA,2hr,May25
2052,227.16,SA,2hr,May25
2053,219.94,SA,2hr,May25
2054,218.39,SA,2hr,May25
2055,222.88,SA,2hr,May25
2056,225.38,SA,2hr,May25
2057,224.49,SA,2hr,May25
2058,226.94,SA,2hr,May25
2059,228.2,SA,2hr,May25
2060,228.25,SA,2hr,May25
2026,244.05,SA,4hr,May25
2027,258.27,SA,4hr,May25
2028,179.46,SA,4hr,May25
2029,202.81,SA,4hr,May25
2030,198.4,SA,4hr,May25
2031,183.51,SA,4hr,May25
2032,184.92,SA,4hr,May25
2033,189.32,SA,4hr,May25
2034,192.14,SA,4hr,May25
2035,178.83,SA,4hr,May25
2036,195.07,SA,4hr,May25
2037,193.28,SA,4hr,May25
2038,198.33,SA,4hr,May25
2039,192.88,SA,4hr,May25
2040,180.97,SA,4hr,May25
2041,182.03,SA,4hr,May25
2042,181.9,SA,4hr,May25
2043,182.52,SA,4hr,May25
2044,180.37,SA,4hr,May25
2045,174.2,SA,4hr,May25
2046,173.09,SA,4hr,May25
2047,176.07,SA,4hr,May25
2048,169.57,SA,4hr,May25
2049,172.38,SA,4hr,May25
2050,165.23,SA,4hr,May25
2051,162.72,SA,4hr,May25
2052,167.33,SA,4hr,May25
2053,163.2,SA,4hr,May25
2054,162.0,SA,4hr,May25
2055,164.14,SA,4hr,May25
2056,165.63,SA,4hr,May25
2057,164.5,SA,4hr,May25
2058,165.08,SA,4hr,May25
2059,165.23,SA,4hr,May25
2060,164.11,SA,4hr,May25
2026,283.28,TAS,Half-hourly,May25
2027,269.05,TAS,Half-hourly,May25
2028,271.3,TAS,Half-hourly,May25
