fy_quarter,vintage,region,Energy_TWA,Solar_DWA_PreCurt,Wind_DWA_PreCurt,Solar_DWA_PostCurt0,Wind_DWA_PostCurt0,Solar_DWA_PostCurtLGC,Wind_DWA_PostCurtLGC,LGC,Spread_4hr,Spread_2hr,Spread_1hr,Spread_Half-hourly
FY2044-Q2,Q1_26,QLD,66.03,33.8,66.81,36.85,68.9,36.53,68.65,1.1,183.14,247.9,341.33,474.01
FY2044-Q3,Q1_26,QLD,121.76,74.41,114.47,86.35,123.34,85.15,122.65,1.1,183.14,247.9,341.33,474.01
FY2044-Q4,Q1_26,QLD,140.13,75.84,123.7,82.5,127.6,82.08,127.21,1.1,183.14,247.9,341.33,474.01
FY2045-Q1,Q1_26,QLD,105.56,38.33,99.27,51.18,107.63,49.64,106.7,1.1,173.08,230.58,316.19,445.37
FY2045-Q2,Q1_26,QLD,69.22,33.11,69.32,36.13,71.81,35.82,71.58,1.1,173.08,230.58,316.19,445.37
FY2045-Q3,Q1_26,QLD,125.19,78.2,118.44,89.44,126.69,88.04,125.81,1.1,173.08,230.58,316.19,445.37
FY2045-Q4,Q1_26,QLD,138.11,77.63,121.83,83.68,125.95,83.35,125.68,1.1,173.08,230.58,316.19,445.37
FY2046-Q1,Q1_26,QLD,102.51,38.81,93.6,51.27,101.08,49.71,100.21,1.1,175.09,232.6,318.4,436.13
FY2046-Q2,Q1_26,QLD,70.91,32.63,71.78,35.62,74.21,35.36,74.03,1.1,175.09,232.6,318.4,436.13
FY2046-Q3,Q1_26,QLD,133.35,80.76,128.72,92.82,138.97,91.5,137.99,1.1,175.09,232.6,318.4,436.13
FY2046-Q4,Q1_26,QLD,137.08,77.12,121.27,82.86,125.62,82.43,125.27,1.1,175.09,232.6,318.4,436.13
FY2047-Q1,Q1_26,QLD,102.14,39.31,93.3,51.75,100.6,50.24,99.89,1.1,173.03,229.48,314.76,431.42
FY2047-Q2,Q1_26,QLD,71.82,33.14,72.53,36.11,74.93,35.84,74.78,1.1,173.03,229.48,314.76,431.42
FY2047-Q3,Q1_26,QLD,131.39,79.22,126.42,91.79,137.15,90.43,136.04,1.1,173.03,229.48,314.76,431.42
FY2047-Q4,Q1_26,QLD,137.79,77.3,122.03,82.95,126.38,82.52,126.03,1.1,173.03,229.48,314.76,431.42
FY2048-Q1,Q1_26,QLD,104.83,40.15,97.92,54.54,106.3,52.37,105.24,1.1,169.87,225.01,304.54,418.45
FY2048-Q2,Q1_26,QLD,67.5,33.6,65.03,36.52,67.01,36.45,66.97,1.1,169.87,225.01,304.54,418.45
FY2048-Q3,Q1_26,QLD,120.68,72.11,115.93,85.59,125.99,84.07,125.15,1.1,169.87,225.01,304.54,418.45
FY2048-Q4,Q1_26,QLD,141.77,76.94,126.91,83.43,130.77,83.22,130.58,1.1,169.87,225.01,304.54,418.45
FY2049-Q1,Q1_26,QLD,103.23,38.99,95.04,51.26,103.13,49.83,102.49,1.1,169.45,224.59,306.75,418.51
FY2049-Q2,Q1_26,QLD,71.63,42.28,68.96,45.7,71.11,45.38,70.96,1.1,169.45,224.59,306.75,418.51
FY2049-Q3,Q1_26,QLD,119.69,74.1,115.06,87.02,124.2,85.59,123.14,1.1,169.45,224.59,306.75,418.51
FY2049-Q4,Q1_26,QLD,140.81,81.33,125.32,86.21,129.35,85.94,129.01,1.1,169.45,224.59,306.75,418.51
FY2050-Q1,Q1_26,QLD,103.82,40.49,95.09,52.54,102.47,51.22,101.83,1.1,167.13,221.77,303.24,413.25
FY2050-Q2,Q1_26,QLD,66.88,39.65,63.08,42.98,65.28,42.72,65.17,1.1,167.13,221.77,303.24,413.25
FY2050-Q3,Q1_26,QLD,120.73,76.04,114.5,89.33,124.55,87.76,123.5,1.1,167.13,221.77,303.24,413.25
FY2050-Q4,Q1_26,QLD,141.09,84.03,124.47,89.57,128.69,89.33,128.48,1.1,167.13,221.77,303.24,413.25
FY2051-Q1,Q1_26,QLD,99.6,35.48,91.69,47.4,99.68,46.39,99.22,1.1,161.62,212.32,284.41,380.63
FY2051-Q2,Q1_26,QLD,61.42,34.18,58.8,38.07,61.44,37.79,61.31,1.1,161.62,212.32,284.41,380.63
FY2051-Q3,Q1_26,QLD,111.31,65.84,104.12,78.25,113.38,76.47,112.35,1.1,161.62,212.32,284.41,380.63
FY2051-Q4,Q1_26,QLD,135.89,75.49,118.4,80.05,121.81,79.79,121.62,1.1,161.62,212.32,284.41,380.63
FY2052-Q1,Q1_26,QLD,103.71,38.67,97.96,52.55,106.82,50.82,105.99,1.1,163.87,213.88,284.07,388.27
FY2052-Q2,Q1_26,QLD,53.21,24.84,51.27,28.08,53.59,27.88,53.42,1.1,163.87,213.88,284.07,388.27
FY2052-Q3,Q1_26,QLD,128.23,76.2,126.01,90.16,137.57,88.4,136.52,1.1,163.87,213.88,284.07,388.27
FY2052-Q4,Q1_26,QLD,142.72,81.6,128.1,87.83,132.76,87.55,132.57,1.1,163.87,213.88,284.07,388.27
FY2053-Q1,Q1_26,QLD,102.91,38.53,95.43,50.76,103.61,49.75,103.18,1.1,164.63,215.65,290.76,386.2
FY2053-Q2,Q1_26,QLD,61.26,28.28,59.73,31.59,62.42,31.34,62.27,1.1,164.63,215.65,290.76,386.2
FY2053-Q3,Q1_26,QLD,125.05,75.48,121.58,90.26,132.96,88.35,131.73,1.1,164.63,215.65,290.76,386.2
FY2053-Q4,Q1_26,QLD,139.89,82.36,125.5,87.04,129.09,86.82,128.91,1.1,164.63,215.65,290.76,386.2
FY2054-Q1,Q1_26,QLD,106.76,37.98,99.61,50.43,108.17,49.35,107.72,1.1,166.14,217.46,290.22,387.07
FY2054-Q2,Q1_26,QLD,59.43,33.32,56.28,37.19,58.77,36.86,58.64,1.1,166.14,217.46,290.22,387.07
FY2054-Q3,Q1_26,QLD,116.56,68.46,108.14,82.89,118.47,80.85,117.35,1.1,166.14,217.46,290.22,387.07
FY2054-Q4,Q1_26,QLD,145.75,82.36,127.55,87.07,131.2,86.9,131.04,1.1,166.14,217.46,290.22,387.07
FY2055-Q1,Q1_26,QLD,102.62,38.17,94.84,50.28,102.98,49.07,102.41,1.1,165.45,216.22,290.5,386.46
FY2055-Q2,Q1_26,QLD,60.05,27.37,58.41,31.29,61.39,31.03,61.24,1.1,165.45,216.22,290.5,386.46
FY2055-Q3,Q1_26,QLD,124.92,74.91,121.24,90.07,132.53,88.22,131.36,1.1,165.45,216.22,290.5,386.46
FY2055-Q4,Q1_26,QLD,142.08,83.11,127.67,88.22,131.49,88.05,131.29,1.1,165.45,216.22,290.5,386.46
FY2056-Q1,Q1_26,QLD,102.64,37.51,95.78,51.2,104.61,49.49,103.78,1.1,163.74,213.66,283.66,387.36
FY2056-Q2,Q1_26,QLD,51.47,24.33,49.11,27.43,51.41,27.2,51.23,1.1,163.74,213.66,283.66,387.36
FY2056-Q3,Q1_26,QLD,125.89,72.74,123.07,86.63,134.86,84.83,133.75,1.1,163.74,213.66,283.66,387.36
FY2056-Q4,Q1_26,QLD,144.12,82.12,129.58,88.25,134.36,87.97,134.16,1.1,163.74,213.66,283.66,387.36
FY2057-Q1,Q1_26,QLD,108.21,41.04,103.12,53.8,112.07,52.71,111.5,1.1,171.7,225.47,303.31,420.63
FY2057-Q2,Q1_26,QLD,55.98,24.52,54.87,28.06,57.66,27.83,57.53,1.1,171.7,225.47,303.31,420.63
FY2057-Q3,Q1_26,QLD,124.41,77.88,119.47,97.45,130.63,94.84,129.39,1.1,171.7,225.47,303.31,420.63
FY2057-Q4,Q1_26,QLD,148.66,88.14,132.72,93.26,136.5,93.14,136.3,1.1,171.7,225.47,303.31,420.63
FY2058-Q1,Q1_26,QLD,107.56,37.84,97.37,50.11,105.76,49.06,105.23,1.1,168.98,222.23,300.72,388.25
FY2058-Q2,Q1_26,QLD,54.97,28.67,51.12,32.64,53.81,32.34,53.67,1.1,168.98,222.23,300.72,388.25
FY2058-Q3,Q1_26,QLD,115.7,68.79,108.31,85.42,118.88,83.25,117.7,1.1,168.98,222.23,300.72,388.25
FY2058-Q4,Q1_26,QLD,145.7,84.1,129.44,89.08,133.16,88.9,132.94,1.1,168.98,222.23,300.72,388.25
FY2059-Q1,Q1_26,QLD,102.94,39.78,95.11,52.13,102.84,50.98,102.21,1.1,168.09,222.44,301.11,419.51
FY2059-Q2,Q1_26,QLD,55.51,24.51,54.03,28,56.63,27.73,56.47,1.1,168.09,222.44,301.11,419.51
FY2059-Q3,Q1_26,QLD,113.99,71.81,106.51,91.83,116.9,88.96,115.65,1.1,168.09,222.44,301.11,419.51
FY2059-Q4,Q1_26,QLD,141.19,86.94,121.59,92.2,125.84,92.02,125.7,1.1,168.09,222.44,301.11,419.51
FY2060-Q1,Q1_26,QLD,96.41,37.92,82.28,52.69,90.08,50.56,89.22,1.1,164.54,217.22,290.83,400.85
FY2060-Q2,Q1_26,QLD,51.85,24.51,48.24,27.52,50.56,27.29,50.42,1.1,164.54,217.22,290.83,400.85
FY2060-Q3,Q1_26,QLD,115.52,66.47,108.74,80.56,119.62,78.4,118.34,1.1,164.54,217.22,290.83,400.85
FY2060-Q4,Q1_26,QLD,139.98,81.89,120.41,87.39,124.55,87.11,124.37,1.1,164.54,217.22,290.83,400.85
FY2026-Q4,Q1_26,SA,112.13,40.57,100.46,68.51,124.7,63.08,120.53,,,,,
FY2027-Q1,Q1_26,SA,117.82,65.52,97.1,80.16,110.28,77.66,108.69,6.5,240.78,357.54,521.9,726.15
FY2027-Q2,Q1_26,SA,59.59,21.01,49.42,48.26,71.22,43,67.63,6.5,240.78,357.54,521.9,726.15
FY2027-Q3,Q1_26,SA,84.22,48.5,71.23,73.07,91.13,68.18,87.45,6.5,240.78,357.54,521.9,726.15
FY2027-Q4,Q1_26,SA,95.23,45.12,77.85,66.01,92.32,61.42,89.67,6.5,240.78,357.54,521.9,726.15
FY2028-Q1,Q1_26,SA,107.66,66.68,91.92,79.17,102.09,78.12,101.2,5.3,176.9,259.23,372.9,514.92
FY2028-Q2,Q1_26,SA,54.39,25.5,49.87,42.49,62.85,39.61,60.72,5.3,176.9,259.23,372.9,514.92
FY2028-Q3,Q1_26,SA,80.53,53.98,74.61,65.59,86.98,63.43,85.27,5.3,176.9,259.23,372.9,514.92
FY2028-Q4,Q1_26,SA,83.08,55.11,70.16,67.81,80.96,65.87,79.87,5.3,176.9,259.23,372.9,514.92
FY2029-Q1,Q1_26,SA,134.83,79.88,114.41,93.2,126.63,91.89,125.39,4.1,199.96,292.66,426.14,592.77
FY2029-Q2,Q1_26,SA,76.62,40.8,70.3,57.4,83.23,55.21,81.85,4.1,199.96,292.66,426.14,592.77
FY2029-Q3,Q1_26,SA,107.69,70.48,103.18,83.13,113.09,82.02,112.3,4.1,199.96,292.66,426.14,592.77
FY2029-Q4,Q1_26,SA,117.15,80.08,102.65,93.17,112.23,91.84,111.62,4.1,199.96,292.66,426.14,592.77
FY2030-Q1,Q1_26,SA,136.74,80.83,116.07,92.29,125.7,91.13,124.75,3.5,198.38,289.34,422.01,586.41
FY2030-Q2,Q1_26,SA,75.55,38.95,70.15,54.97,82.62,53.36,81.65,3.5,198.38,289.34,422.01,586.41
FY2030-Q3,Q1_26,SA,108.96,70.33,104.7,85.1,115.75,83.75,114.93,3.5,198.38,289.34,422.01,586.41
FY2030-Q4,Q1_26,SA,117.23,79.17,102.54,91.07,112.1,89.53,111.17,3.5,198.38,289.34,422.01,586.41
FY2031-Q1,Q1_26,SA,113.65,76.81,96.5,84.95,104.73,84.15,104,3.3,182.59,271.28,395.45,581.64
FY2031-Q2,Q1_26,SA,69.3,34.92,62.87,47.72,72.63,46.3,71.59,3.3,182.59,271.28,395.45,581.64
FY2031-Q3,Q1_26,SA,91.53,62.21,88.05,72.08,96.5,71.31,95.69,3.3,182.59,271.28,395.45,581.64
FY2031-Q4,Q1_26,SA,99.11,68.65,89.32,79.37,97.12,78.3,96.32,3.3,182.59,271.28,395.45,581.64
FY2032-Q1,Q1_26,SA,128.5,89.45,108.28,96.96,115.56,96.25,114.96,3,186.85,275.08,396.41,562.84
FY2032-Q2,Q1_26,SA,73.89,40.35,64.04,52.89,72.81,51.52,72.12,3,186.85,275.08,396.41,562.84
FY2032-Q3,Q1_26,SA,105.31,73.97,102.03,84.71,110.3,83.69,109.56,3,186.85,275.08,396.41,562.84
FY2032-Q4,Q1_26,SA,104.82,73.47,92.86,82.56,100.92,81.94,100.44,3,186.85,275.08,396.41,562.84
FY2033-Q1,Q1_26,SA,134.47,94.64,118.11,103.51,125.22,102.67,124.52,2.8,184.36,269.75,392.72,574.92
FY2033-Q2,Q1_26,SA,67.56,37.83,61.81,48.61,70.58,47.21,69.55,2.8,184.36,269.75,392.72,574.92
FY2033-Q3,Q1_26,SA,111.81,81,106.82,89.89,114.33,89.35,113.78,2.8,184.36,269.75,392.72,574.92
FY2033-Q4,Q1_26,SA,129.5,80.29,116.63,91.01,124.69,90.39,124.32,2.8,184.36,269.75,392.72,574.92
FY2034-Q1,Q1_26,SA,131.97,90.97,114,98.57,119.69,97.75,119.17,2.5,185.81,269.53,389.28,570.84
FY2034-Q2,Q1_26,SA,67.69,37.58,62.54,46.98,69.98,45.76,69,2.5,185.81,269.53,389.28,570.84
FY2034-Q3,Q1_26,SA,115.4,82.85,110.68,92.25,119.8,91.47,118.93,2.5,185.81,269.53,389.28,570.84
FY2034-Q4,Q1_26,SA,131.06,80.51,117.78,88.73,123.89,88.14,123.56,2.5,185.81,269.53,389.28,570.84
FY2035-Q1,Q1_26,SA,125.05,84.55,104.61,89.74,108.97,89.44,108.71,2.3,179.6,261.58,383.4,552.26
FY2035-Q2,Q1_26,SA,67.96,38.31,63.28,45.92,69.84,45.01,69.11,2.3,179.6,261.58,383.4,552.26
FY2035-Q3,Q1_26,SA,112.57,79.86,107.31,87.65,113.52,86.93,112.82,2.3,179.6,261.58,383.4,552.26
FY2035-Q4,Q1_26,SA,122.63,86.28,106.55,95.13,112.21,94.52,111.72,2.3,179.6,261.58,383.4,552.26
FY2036-Q1,Q1_26,SA,152.25,93.17,128.33,96.65,132.39,96.58,132.28,2.1,198.67,282.36,404.98,564.02
FY2036-Q2,Q1_26,SA,73.17,36.77,70.19,42.23,74.69,41.99,74.44,2.1,198.67,282.36,404.98,564.02
FY2036-Q3,Q1_26,SA,123.58,78.4,122.84,87.41,129.47,87.1,129.23,2.1,198.67,282.36,404.98,564.02
FY2036-Q4,Q1_26,SA,135.31,82.12,117.84,90.29,123.77,89.51,123.31,2.1,198.67,282.36,404.98,564.02
FY2037-Q1,Q1_26,SA,140.35,87.38,120.94,92.54,126.05,92.43,125.94,1.8,194.64,271.91,383.58,555.05
FY2037-Q2,Q1_26,SA,67.89,35.19,63.62,39.57,66.79,39.34,66.58,1.8,194.64,271.91,383.58,555.05
FY2037-Q3,Q1_26,SA,124.93,78.56,122.11,87.24,127.79,86.59,127.28,1.8,194.64,271.91,383.58,555.05
FY2037-Q4,Q1_26,SA,147.85,85.41,132.16,92.73,139.69,92.24,139.42,1.8,194.64,271.91,383.58,555.05
FY2038-Q1,Q1_26,SA,145.51,84.4,123.6,89.1,126.66,88.98,126.56,1.6,195.92,270.39,381.22,520.11
FY2038-Q2,Q1_26,SA,67.22,31.59,62.22,37.28,66.73,37,66.41,1.6,195.92,270.39,381.22,520.11
FY2038-Q3,Q1_26,SA,131.94,79.12,129.24,88.57,136.25,87.85,135.81,1.6,195.92,270.39,381.22,520.11
FY2038-Q4,Q1_26,SA,144.26,89.27,126.98,98.74,133.69,98.22,133.42,1.6,195.92,270.39,381.22,520.11
FY2039-Q1,Q1_26,SA,139.54,84.83,121.05,88.71,124.46,88.54,124.38,1.3,195.38,266.95,372.98,523.89
FY2039-Q2,Q1_26,SA,65.6,30.82,63.11,35.63,67.12,35.5,66.96,1.3,195.38,266.95,372.98,523.89
FY2039-Q3,Q1_26,SA,129.46,79.16,125.47,90.39,134.35,89.63,133.74,1.3,195.38,266.95,372.98,523.89
FY2039-Q4,Q1_26,SA,155.46,92.05,133.5,100.98,139.97,100.49,139.74,1.3,195.38,266.95,372.98,523.89
FY2040-Q1,Q1_26,SA,147.13,93.67,122.49,97.93,126.1,97.91,126.09,1.1,187.34,257.45,363.61,499.49
FY2040-Q2,Q1_26,SA,69.11,34.28,63.52,39.32,67.27,39.22,67.21,1.1,187.34,257.45,363.61,499.49
FY2040-Q3,Q1_26,SA,128.58,81.12,126.65,92.5,134.44,92.15,134.15,1.1,187.34,257.45,363.61,499.49
FY2040-Q4,Q1_26,SA,146.93,93.66,128.49,103.15,135.96,102.62,135.6,1.1,187.34,257.45,363.61,499.49
FY2041-Q1,Q1_26,SA,155,92.96,136.11,98.32,139.65,98.12,139.59,1.1,190.12,265.21,368.74,489.86
FY2041-Q2,Q1_26,SA,62.17,34.67,55.09,39.26,58.52,39.19,58.46,1.1,190.12,265.21,368.74,489.86
FY2041-Q3,Q1_26,SA,127.86,88.6,124.02,98.69,132.71,98.1,132.3,1.1,190.12,265.21,368.74,489.86
FY2041-Q4,Q1_26,SA,156.33,104.08,139.03,113.51,145.52,113.09,145.32,1.1,190.12,265.21,368.74,489.86
FY2042-Q1,Q1_26,SA,149.88,92.05,126.73,96.21,131.18,96.15,131.16,1.1,187.08,255.77,356.42,492.64
FY2042-Q2,Q1_26,SA,58.5,30.19,54.27,34.63,58.02,34.5,57.93,1.1,187.08,255.77,356.42,492.64
FY2042-Q3,Q1_26,SA,124.58,76.11,120.7,88.57,129.98,87.91,129.38,1.1,187.08,255.77,356.42,492.64
FY2042-Q4,Q1_26,SA,166.64,114.36,147.39,124.18,153.67,123.64,153.45,1.1,187.08,255.77,356.42,492.64
FY2043-Q1,Q1_26,SA,153.51,89.25,131.13,93.4,135.39,93.34,135.36,1.1,186.63,252.23,348.37,488.04
FY2043-Q2,Q1_26,SA,60.72,28.91,55.42,33.24,59.24,33.16,59.17,1.1,186.63,252.23,348.37,488.04
FY2043-Q3,Q1_26,SA,121.56,74.61,119.83,87.78,129.77,87.27,129.38,1.1,186.63,252.23,348.37,488.04
FY2043-Q4,Q1_26,SA,161.03,107.48,142.83,117.11,149.25,116.88,148.97,1.1,186.63,252.23,348.37,488.04
FY2044-Q1,Q1_26,SA,150.02,92.12,125.1,96.66,128.48,96.64,128.44,1.1,184.7,247.5,340.56,452.41
FY2044-Q2,Q1_26,SA,63.91,28.56,59.25,33.57,64.23,33.49,64.14,1.1,184.7,247.5,340.56,452.41
FY2044-Q3,Q1_26,SA,123.06,70.37,121.07,88.36,132.61,87.52,131.94,1.1,184.7,247.5,340.56,452.41
FY2044-Q4,Q1_26,SA,153.29,100.17,135.96,110.46,142.4,110.02,142.11,1.1,184.7,247.5,340.56,452.41
FY2045-Q1,Q1_26,SA,148.93,88.9,124.6,94.18,127.86,93.97,127.81,1.1,181.86,245.07,335.32,468.87
FY2045-Q2,Q1_26,SA,65.24,28.7,60.85,33.62,64.61,33.48,64.53,1.1,181.86,245.07,335.32,468.87
FY2045-Q3,Q1_26,SA,115.13,67.13,112.49,83.25,124.66,82.43,124,1.1,181.86,245.07,335.32,468.87
FY2045-Q4,Q1_26,SA,157.29,106.14,139.15,118.44,146.94,118.33,146.72,1.1,181.86,245.07,335.32,468.87
FY2046-Q1,Q1_26,SA,146.62,89.99,125.94,94.38,129.17,94.33,129.15,1.1,183.34,246.2,334.45,461.32
FY2046-Q2,Q1_26,SA,59.4,26.93,56.58,32.06,60.97,31.94,60.87,1.1,183.34,246.2,334.45,461.32
FY2046-Q3,Q1_26,SA,120.6,68.21,116.68,85.47,128.13,84.55,127.43,1.1,183.34,246.2,334.45,461.32
FY2046-Q4,Q1_26,SA,159.46,104.51,139.96,116.59,147.25,116.25,146.88,1.1,183.34,246.2,334.45,461.32
FY2047-Q1,Q1_26,SA,152.7,95.35,132.77,99.88,136.08,99.82,136.06,1.1,183.9,247.71,337.91,458.62
FY2047-Q2,Q1_26,SA,57.2,27.03,53.51,32.46,57.92,32.33,57.82,1.1,183.9,247.71,337.91,458.62
FY2047-Q3,Q1_26,SA,121.16,65.14,120.32,82.01,132.13,81.22,131.56,1.1,183.9,247.71,337.91,458.62
FY2047-Q4,Q1_26,SA,156.64,111.34,137.84,124.03,144.98,123.73,144.63,1.1,183.9,247.71,337.91,458.62
FY2048-Q1,Q1_26,SA,146.69,92.25,125.32,95.01,128.33,94.99,128.29,1.1,175.8,237.23,323.67,449.26
FY2048-Q2,Q1_26,SA,54.94,25.55,50.96,31.19,54.89,31.07,54.83,1.1,175.8,237.23,323.67,449.26
FY2048-Q3,Q1_26,SA,112.24,64.16,108.27,83.08,120.56,82.41,119.93,1.1,175.8,237.23,323.67,449.26
FY2048-Q4,Q1_26,SA,159.22,104.87,140.8,117.79,148.58,117.7,148.39,1.1,175.8,237.23,323.67,449.26
FY2049-Q1,Q1_26,SA,146.44,87.87,121.41,91.85,124.82,91.79,124.79,1.1,176.6,239.48,330.34,438.8
FY2049-Q2,Q1_26,SA,62.09,27.16,57.11,32.28,61.18,32.17,61.1,1.1,176.6,239.48,330.34,438.8
FY2049-Q3,Q1_26,SA,110.04,60.91,108.19,78.55,120.18,77.82,119.6,1.1,176.6,239.48,330.34,438.8
FY2049-Q4,Q1_26,SA,150.43,101.5,134.11,111.42,140.7,111.2,140.47,1.1,176.6,239.48,330.34,438.8
FY2050-Q1,Q1_26,SA,146.62,87.58,121.52,92.95,124.79,92.75,124.74,1.1,176.54,241.12,334.31,451.62
FY2050-Q2,Q1_26,SA,59.21,25.65,54.42,30.62,58.18,30.47,58.09,1.1,176.54,241.12,334.31,451.62
FY2050-Q3,Q1_26,SA,108.24,60.04,105.59,76.23,117.72,75.55,117.1,1.1,176.54,241.12,334.31,451.62
FY2050-Q4,Q1_26,SA,148.86,99.08,133.2,111.05,140.9,110.89,140.73,1.1,176.54,241.12,334.31,451.62
FY2051-Q1,Q1_26,SA,141.81,92.23,117.78,96.81,122.65,96.76,122.63,1.1,169.03,226.58,306.31,415.05
FY2051-Q2,Q1_26,SA,51.16,24.46,45.68,28.79,48.43,28.63,48.35,1.1,169.03,226.58,306.31,415.05
FY2051-Q3,Q1_26,SA,102.62,56.73,101.39,74.58,111.83,73.82,111.25,1.1,169.03,226.58,306.31,415.05
FY2051-Q4,Q1_26,SA,151.35,105.3,136.09,114.95,144.35,114.72,144.23,1.1,169.03,226.58,306.31,415.05
FY2052-Q1,Q1_26,SA,145.23,89.98,119.29,94.68,122.6,94.64,122.53,1.1,172.99,233.51,322.95,430.34
FY2052-Q2,Q1_26,SA,51.84,24.02,47.13,29.08,51.81,28.96,51.7,1.1,172.99,233.51,322.95,430.34
FY2052-Q3,Q1_26,SA,107.27,55.36,105.94,75.9,119.03,75.03,118.3,1.1,172.99,233.51,322.95,430.34
FY2052-Q4,Q1_26,SA,146.82,99.49,131.09,109.63,138.24,109.47,137.84,1.1,172.99,233.51,322.95,430.34
FY2053-Q1,Q1_26,SA,143.18,92.21,119.86,96.27,123.38,96.21,123.36,1.1,169,226.65,308.46,416.23
FY2053-Q2,Q1_26,SA,49.59,23.44,43.72,28.4,47.21,28.27,47.14,1.1,169,226.65,308.46,416.23
FY2053-Q3,Q1_26,SA,99.89,53,99.06,71.23,111,70.58,110.56,1.1,169,226.65,308.46,416.23
FY2053-Q4,Q1_26,SA,153.76,106.36,139.05,116.53,145.79,116.3,145.65,1.1,169,226.65,308.46,416.23
FY2054-Q1,Q1_26,SA,153.49,92.03,135.05,96.67,140.44,96.61,140.42,1.1,170.17,227.71,307.14,407.58
FY2054-Q2,Q1_26,SA,44.66,23.51,41.19,27.96,43.84,27.81,43.77,1.1,170.17,227.71,307.14,407.58
FY2054-Q3,Q1_26,SA,100.56,52.23,99.06,69.15,109.23,68.44,108.63,1.1,170.17,227.71,307.14,407.58
FY2054-Q4,Q1_26,SA,148.93,102.15,134.45,111.4,142.54,111.18,142.39,1.1,170.17,227.71,307.14,407.58
FY2055-Q1,Q1_26,SA,156.75,92.68,139.11,98.17,142.61,97.97,142.55,1.1,170.87,229.42,310.52,413.16
FY2055-Q2,Q1_26,SA,44.77,23.28,41,28.07,44.18,27.94,44.12,1.1,170.87,229.42,310.52,413.16
FY2055-Q3,Q1_26,SA,99.2,51.35,97.4,68.26,109.73,67.42,109.01,1.1,170.87,229.42,310.52,413.16
FY2055-Q4,Q1_26,SA,149.51,100.19,136.29,112.54,144.11,112.39,144.01,1.1,170.87,229.42,310.52,413.16
FY2056-Q1,Q1_26,SA,143.72,88.35,119.44,92.83,122.77,92.65,122.55,1.1,170.22,229.42,311.94,411.12
FY2056-Q2,Q1_26,SA,51.17,25.31,47.96,30.08,50.95,29.95,50.85,1.1,170.22,229.42,311.94,411.12
FY2056-Q3,Q1_26,SA,101.97,57.1,98.94,77.55,112.35,76.74,111.62,1.1,170.22,229.42,311.94,411.12
FY2056-Q4,Q1_26,SA,149.52,104.04,134.92,115.26,141.99,114.85,141.65,1.1,170.22,229.42,311.94,411.12
FY2057-Q1,Q1_26,SA,147.06,87.35,122.74,92.85,126.21,92.64,126.16,1.1,171.67,232.87,320.33,438.27
FY2057-Q2,Q1_26,SA,51.38,23.61,47.06,28.44,50.59,28.36,50.52,1.1,171.67,232.87,320.33,438.27
FY2057-Q3,Q1_26,SA,99.25,48.81,97.92,66.6,110.75,65.87,110.2,1.1,171.67,232.87,320.33,438.27
FY2057-Q4,Q1_26,SA,151.72,101.31,136.47,113.25,144.2,113.17,144.01,1.1,171.67,232.87,320.33,438.27
FY2058-Q1,Q1_26,SA,146.97,88.06,122.61,91.43,125.59,91.38,125.57,1.1,170.77,232.9,324.19,430.23
FY2058-Q2,Q1_26,SA,45.78,23.03,40.17,28.16,43.88,28.03,43.8,1.1,170.77,232.9,324.19,430.23
FY2058-Q3,Q1_26,SA,99.44,45.9,97.56,63.68,109.82,63.02,109.4,1.1,170.77,232.9,324.19,430.23
FY2058-Q4,Q1_26,SA,151.73,103.07,136.76,113.86,143.42,113.65,143.23,1.1,170.77,232.9,324.19,430.23
FY2059-Q1,Q1_26,SA,145.96,88.3,120.29,91.6,123.21,91.57,123.21,1.1,168.11,230.1,321.27,427.54
FY2059-Q2,Q1_26,SA,45.53,23.3,39.76,28.43,43.44,28.3,43.37,1.1,168.11,230.1,321.27,427.54
FY2059-Q3,Q1_26,SA,95,44.8,91.8,62.69,103.76,61.87,103.1,1.1,168.11,230.1,321.27,427.54
FY2059-Q4,Q1_26,SA,149.3,101.9,134.14,112.52,140.83,112.3,140.58,1.1,168.11,230.1,321.27,427.54
FY2060-Q1,Q1_26,SA,135.12,83.51,107.86,87.31,111.34,87.22,111.23,1.1,167.35,231.86,326.15,450.11
FY2060-Q2,Q1_26,SA,45.57,22.35,41.41,27.18,44.83,27.05,44.71,1.1,167.35,231.86,326.15,450.11
FY2060-Q3,Q1_26,SA,95.5,41.97,89.64,61.53,101.2,60.82,100.48,1.1,167.35,231.86,326.15,450.11
FY2060-Q4,Q1_26,SA,144.32,99.12,128.72,109.83,136.93,109.53,136.61,1.1,167.35,231.86,326.15,450.11
FY2026-Q4,Q1_26,TAS,48.09,42.07,43.37,48.11,49.02,46.05,47.19,,,,,
FY2027-Q1,Q1_26,TAS,82.32,76.11,74.8,77.61,76.55,77.43,76.2,6.5,132.98,175.71,223.09,264.42
FY2027-Q2,Q1_26,TAS,90.79,86.69,85.19,88.09,86.6,87.94,86.44,6.5,132.98,175.71,223.09,264.42
FY2027-Q3,Q1_26,TAS,80.94,70.79,74.26,73.39,77.54,72.62,76.47,6.5,132.98,175.71,223.09,264.42
FY2027-Q4,Q1_26,TAS,45.84,36.97,42.83,42.17,47.99,40.48,46.3,6.5,132.98,175.71,223.09,264.42
